COD_MUN;Município;UF;Município - UF;Mês;2022
2073;Lucena;PB;Lucena - PB;11;1.355.941,05
2073;Lucena;PB;Lucena - PB;12;2.270.781,30
2075;Mãe d'Água;PB;Mãe d'Água - PB;1;904.367,84
2075;Mãe d'Água;PB;Mãe d'Água - PB;2;1.262.421,24
2075;Mãe d'Água;PB;Mãe d'Água - PB;3;765.331,00
2075;Mãe d'Água;PB;Mãe d'Água - PB;4;907.188,22
2075;Mãe d'Água;PB;Mãe d'Água - PB;5;1.009.156,37
2075;Mãe d'Água;PB;Mãe d'Água - PB;6;944.258,36
2075;Mãe d'Água;PB;Mãe d'Água - PB;7;1.386.184,69
2075;Mãe d'Água;PB;Mãe d'Água - PB;8;923.386,58
2075;Mãe d'Água;PB;Mãe d'Água - PB;9;871.253,49
2075;Mãe d'Água;PB;Mãe d'Água - PB;10;809.151,24
2075;Mãe d'Água;PB;Mãe d'Água - PB;11;1.016.955,81
2075;Mãe d'Água;PB;Mãe d'Água - PB;12;1.703.085,95
2077;Malta;PB;Malta - PB;1;904.367,84
2077;Malta;PB;Malta - PB;2;1.262.421,24
2077;Malta;PB;Malta - PB;3;765.331,00
2077;Malta;PB;Malta - PB;4;907.188,22
2077;Malta;PB;Malta - PB;5;1.009.156,37
2077;Malta;PB;Malta - PB;6;944.258,36
2077;Malta;PB;Malta - PB;7;1.386.184,69
2077;Malta;PB;Malta - PB;8;923.386,58
2077;Malta;PB;Malta - PB;9;871.253,49
2077;Malta;PB;Malta - PB;10;809.151,24
2077;Malta;PB;Malta - PB;11;1.016.955,81
2077;Malta;PB;Malta - PB;12;1.703.085,95
2079;Mamanguape;PB;Mamanguape - PB;1;3.014.559,43
2079;Mamanguape;PB;Mamanguape - PB;2;4.208.070,75
2079;Mamanguape;PB;Mamanguape - PB;3;2.551.103,25
2079;Mamanguape;PB;Mamanguape - PB;4;3.023.960,68
2079;Mamanguape;PB;Mamanguape - PB;5;3.363.854,49
2079;Mamanguape;PB;Mamanguape - PB;6;3.147.527,81
2079;Mamanguape;PB;Mamanguape - PB;7;4.620.615,55
2079;Mamanguape;PB;Mamanguape - PB;8;3.077.955,23
2079;Mamanguape;PB;Mamanguape - PB;9;2.904.178,26
2079;Mamanguape;PB;Mamanguape - PB;10;2.697.170,73
2079;Mamanguape;PB;Mamanguape - PB;11;3.389.852,61
2079;Mamanguape;PB;Mamanguape - PB;12;5.676.953,15
2081;Manaíra;PB;Manaíra - PB;1;1.205.823,77
2081;Manaíra;PB;Manaíra - PB;2;1.683.228,32
2081;Manaíra;PB;Manaíra - PB;3;1.020.441,32
2081;Manaíra;PB;Manaíra - PB;4;1.209.584,30
2081;Manaíra;PB;Manaíra - PB;5;1.345.541,81
2081;Manaíra;PB;Manaíra - PB;6;1.259.011,15
2081;Manaíra;PB;Manaíra - PB;7;1.848.246,22
2081;Manaíra;PB;Manaíra - PB;8;1.231.182,10
2081;Manaíra;PB;Manaíra - PB;9;1.161.671,32
2081;Manaíra;PB;Manaíra - PB;10;1.078.868,30
2081;Manaíra;PB;Manaíra - PB;11;1.355.941,05
2081;Manaíra;PB;Manaíra - PB;12;2.270.781,30
484;Marcação;PB;Marcação - PB;1;904.367,84
484;Marcação;PB;Marcação - PB;2;1.262.421,24
484;Marcação;PB;Marcação - PB;3;765.331,00
484;Marcação;PB;Marcação - PB;4;907.188,22
484;Marcação;PB;Marcação - PB;5;1.009.156,37
484;Marcação;PB;Marcação - PB;6;944.258,36
484;Marcação;PB;Marcação - PB;7;1.386.184,69
484;Marcação;PB;Marcação - PB;8;923.386,58
484;Marcação;PB;Marcação - PB;9;871.253,49
484;Marcação;PB;Marcação - PB;10;809.151,24
484;Marcação;PB;Marcação - PB;11;1.016.955,81
484;Marcação;PB;Marcação - PB;12;1.703.085,95
2083;Mari;PB;Mari - PB;1;1.808.735,66
2083;Mari;PB;Mari - PB;2;2.524.842,48
2083;Mari;PB;Mari - PB;3;1.530.661,95
2083;Mari;PB;Mari - PB;4;1.814.376,41
2083;Mari;PB;Mari - PB;5;2.018.312,71
2083;Mari;PB;Mari - PB;6;1.888.516,69
2083;Mari;PB;Mari - PB;7;2.772.369,34
2083;Mari;PB;Mari - PB;8;1.846.773,13
2083;Mari;PB;Mari - PB;9;1.742.506,96
2083;Mari;PB;Mari - PB;10;1.618.302,45
2083;Mari;PB;Mari - PB;11;2.033.911,60
2083;Mari;PB;Mari - PB;12;3.406.171,89
486;Marizópolis;PB;Marizópolis - PB;1;904.367,84
486;Marizópolis;PB;Marizópolis - PB;2;1.262.421,24
486;Marizópolis;PB;Marizópolis - PB;3;765.331,00
486;Marizópolis;PB;Marizópolis - PB;4;907.188,22
486;Marizópolis;PB;Marizópolis - PB;5;1.009.156,37
486;Marizópolis;PB;Marizópolis - PB;6;944.258,36
486;Marizópolis;PB;Marizópolis - PB;7;1.386.184,69
486;Marizópolis;PB;Marizópolis - PB;8;923.386,58
486;Marizópolis;PB;Marizópolis - PB;9;871.253,49
486;Marizópolis;PB;Marizópolis - PB;10;809.151,24
486;Marizópolis;PB;Marizópolis - PB;11;1.016.955,81
486;Marizópolis;PB;Marizópolis - PB;12;1.703.085,95
2085;Massaranduba;PB;Massaranduba - PB;1;1.507.279,74
2085;Massaranduba;PB;Massaranduba - PB;2;2.104.035,38
2085;Massaranduba;PB;Massaranduba - PB;3;1.275.551,64
2085;Massaranduba;PB;Massaranduba - PB;4;1.511.980,36
2085;Massaranduba;PB;Massaranduba - PB;5;1.681.927,26
2085;Massaranduba;PB;Massaranduba - PB;6;1.573.763,90
2085;Massaranduba;PB;Massaranduba - PB;7;2.310.307,79
2085;Massaranduba;PB;Massaranduba - PB;8;1.538.977,62
2085;Massaranduba;PB;Massaranduba - PB;9;1.452.089,12
2085;Massaranduba;PB;Massaranduba - PB;10;1.348.585,36
2085;Massaranduba;PB;Massaranduba - PB;11;1.694.926,32
2085;Massaranduba;PB;Massaranduba - PB;12;2.838.476,58
2087;Mataraca;PB;Mataraca - PB;1;904.367,84
2087;Mataraca;PB;Mataraca - PB;2;1.262.421,24
2087;Mataraca;PB;Mataraca - PB;3;765.331,00
2087;Mataraca;PB;Mataraca - PB;4;907.188,22
2087;Mataraca;PB;Mataraca - PB;5;1.009.156,37
2087;Mataraca;PB;Mataraca - PB;6;944.258,36
2087;Mataraca;PB;Mataraca - PB;7;1.386.184,69
2087;Mataraca;PB;Mataraca - PB;8;923.386,58
2087;Mataraca;PB;Mataraca - PB;9;871.253,49
2087;Mataraca;PB;Mataraca - PB;10;809.151,24
2087;Mataraca;PB;Mataraca - PB;11;1.016.955,81
2087;Mataraca;PB;Mataraca - PB;12;1.703.085,95
488;Matinhas;PB;Matinhas - PB;1;904.367,84
488;Matinhas;PB;Matinhas - PB;2;1.262.421,24
488;Matinhas;PB;Matinhas - PB;3;765.331,00
488;Matinhas;PB;Matinhas - PB;4;907.188,22
488;Matinhas;PB;Matinhas - PB;5;1.009.156,37
488;Matinhas;PB;Matinhas - PB;6;944.258,36
488;Matinhas;PB;Matinhas - PB;7;1.386.184,69
488;Matinhas;PB;Matinhas - PB;8;923.386,58
488;Matinhas;PB;Matinhas - PB;9;871.253,49
488;Matinhas;PB;Matinhas - PB;10;809.151,24
488;Matinhas;PB;Matinhas - PB;11;1.016.955,81
488;Matinhas;PB;Matinhas - PB;12;1.703.085,95
490;Mato Grosso;PB;Mato Grosso - PB;1;904.367,84
490;Mato Grosso;PB;Mato Grosso - PB;2;1.262.421,24
490;Mato Grosso;PB;Mato Grosso - PB;3;765.331,00
490;Mato Grosso;PB;Mato Grosso - PB;4;907.188,22
490;Mato Grosso;PB;Mato Grosso - PB;5;1.009.156,37
490;Mato Grosso;PB;Mato Grosso - PB;6;944.258,36
490;Mato Grosso;PB;Mato Grosso - PB;7;1.386.184,69
490;Mato Grosso;PB;Mato Grosso - PB;8;923.386,58
490;Mato Grosso;PB;Mato Grosso - PB;9;871.253,49
490;Mato Grosso;PB;Mato Grosso - PB;10;809.151,24
490;Mato Grosso;PB;Mato Grosso - PB;11;1.016.955,81
490;Mato Grosso;PB;Mato Grosso - PB;12;1.703.085,95
492;Maturéia;PB;Maturéia - PB;1;904.367,84
492;Maturéia;PB;Maturéia - PB;2;1.262.421,24
492;Maturéia;PB;Maturéia - PB;3;765.331,00
492;Maturéia;PB;Maturéia - PB;4;907.188,22
492;Maturéia;PB;Maturéia - PB;5;1.009.156,37
492;Maturéia;PB;Maturéia - PB;6;944.258,36
492;Maturéia;PB;Maturéia - PB;7;1.386.184,69
492;Maturéia;PB;Maturéia - PB;8;923.386,58
492;Maturéia;PB;Maturéia - PB;9;871.253,49
492;Maturéia;PB;Maturéia - PB;10;809.151,24
492;Maturéia;PB;Maturéia - PB;11;1.016.955,81
492;Maturéia;PB;Maturéia - PB;12;1.703.085,95
2089;Mogeiro;PB;Mogeiro - PB;1;1.205.823,77
2089;Mogeiro;PB;Mogeiro - PB;2;1.683.228,32
2089;Mogeiro;PB;Mogeiro - PB;3;1.020.441,32
2089;Mogeiro;PB;Mogeiro - PB;4;1.209.584,30
2089;Mogeiro;PB;Mogeiro - PB;5;1.345.541,81
2089;Mogeiro;PB;Mogeiro - PB;6;1.259.011,15
2089;Mogeiro;PB;Mogeiro - PB;7;1.848.246,22
2089;Mogeiro;PB;Mogeiro - PB;8;1.231.182,10
2089;Mogeiro;PB;Mogeiro - PB;9;1.161.671,32
2089;Mogeiro;PB;Mogeiro - PB;10;1.078.868,30
2089;Mogeiro;PB;Mogeiro - PB;11;1.355.941,05
2089;Mogeiro;PB;Mogeiro - PB;12;2.270.781,30
2091;Montadas;PB;Montadas - PB;1;904.367,84
2091;Montadas;PB;Montadas - PB;2;1.262.421,24
2091;Montadas;PB;Montadas - PB;3;765.331,00
2091;Montadas;PB;Montadas - PB;4;907.188,22
2091;Montadas;PB;Montadas - PB;5;1.009.156,37
2091;Montadas;PB;Montadas - PB;6;944.258,36
2091;Montadas;PB;Montadas - PB;7;1.386.184,69
2091;Montadas;PB;Montadas - PB;8;923.386,58
2091;Montadas;PB;Montadas - PB;9;871.253,49
2091;Montadas;PB;Montadas - PB;10;809.151,24
2091;Montadas;PB;Montadas - PB;11;1.016.955,81
2091;Montadas;PB;Montadas - PB;12;1.703.085,95
2093;Monte Horebe;PB;Monte Horebe - PB;1;904.367,84
2093;Monte Horebe;PB;Monte Horebe - PB;2;1.262.421,24
2093;Monte Horebe;PB;Monte Horebe - PB;3;765.331,00
2093;Monte Horebe;PB;Monte Horebe - PB;4;907.188,22
2093;Monte Horebe;PB;Monte Horebe - PB;5;1.009.156,37
2093;Monte Horebe;PB;Monte Horebe - PB;6;944.258,36
2093;Monte Horebe;PB;Monte Horebe - PB;7;1.386.184,69
2093;Monte Horebe;PB;Monte Horebe - PB;8;923.386,58
2093;Monte Horebe;PB;Monte Horebe - PB;9;871.253,49
2093;Monte Horebe;PB;Monte Horebe - PB;10;809.151,24
2093;Monte Horebe;PB;Monte Horebe - PB;11;1.016.955,81
2093;Monte Horebe;PB;Monte Horebe - PB;12;1.703.085,95
2095;Monteiro;PB;Monteiro - PB;1;2.411.647,54
2095;Monteiro;PB;Monteiro - PB;2;3.366.456,61
2095;Monteiro;PB;Monteiro - PB;3;2.040.882,60
2095;Monteiro;PB;Monteiro - PB;4;2.419.168,56
2095;Monteiro;PB;Monteiro - PB;5;2.691.083,59
2095;Monteiro;PB;Monteiro - PB;6;2.518.022,25
2095;Monteiro;PB;Monteiro - PB;7;3.696.492,45
2095;Monteiro;PB;Monteiro - PB;8;2.462.364,20
2095;Monteiro;PB;Monteiro - PB;9;2.323.342,60
2095;Monteiro;PB;Monteiro - PB;10;2.157.736,59
2095;Monteiro;PB;Monteiro - PB;11;2.711.882,11
2095;Monteiro;PB;Monteiro - PB;12;4.541.562,51
2097;Mulungu;PB;Mulungu - PB;1;904.367,84
2097;Mulungu;PB;Mulungu - PB;2;1.262.421,24
2097;Mulungu;PB;Mulungu - PB;3;765.331,00
2097;Mulungu;PB;Mulungu - PB;4;907.188,22
2097;Mulungu;PB;Mulungu - PB;5;1.009.156,37
2097;Mulungu;PB;Mulungu - PB;6;944.258,36
2097;Mulungu;PB;Mulungu - PB;7;1.386.184,69
2097;Mulungu;PB;Mulungu - PB;8;923.386,58
2097;Mulungu;PB;Mulungu - PB;9;871.253,49
2097;Mulungu;PB;Mulungu - PB;10;809.151,24
2097;Mulungu;PB;Mulungu - PB;11;1.016.955,81
2097;Mulungu;PB;Mulungu - PB;12;1.703.085,95
2099;Natuba;PB;Natuba - PB;1;1.205.823,77
2099;Natuba;PB;Natuba - PB;2;1.683.228,32
2099;Natuba;PB;Natuba - PB;3;1.020.441,32
2099;Natuba;PB;Natuba - PB;4;1.209.584,30
2099;Natuba;PB;Natuba - PB;5;1.345.541,81
2099;Natuba;PB;Natuba - PB;6;1.259.011,15
2099;Natuba;PB;Natuba - PB;7;1.848.246,22
2099;Natuba;PB;Natuba - PB;8;1.231.182,10
2099;Natuba;PB;Natuba - PB;9;1.161.671,32
2099;Natuba;PB;Natuba - PB;10;1.078.868,30
2099;Natuba;PB;Natuba - PB;11;1.355.941,05
2099;Natuba;PB;Natuba - PB;12;2.270.781,30
2101;Nazarezinho;PB;Nazarezinho - PB;1;904.367,84
2101;Nazarezinho;PB;Nazarezinho - PB;2;1.262.421,24
2101;Nazarezinho;PB;Nazarezinho - PB;3;765.331,00
2101;Nazarezinho;PB;Nazarezinho - PB;4;907.188,22
2101;Nazarezinho;PB;Nazarezinho - PB;5;1.009.156,37
2101;Nazarezinho;PB;Nazarezinho - PB;6;944.258,36
2101;Nazarezinho;PB;Nazarezinho - PB;7;1.386.184,69
2101;Nazarezinho;PB;Nazarezinho - PB;8;923.386,58
2101;Nazarezinho;PB;Nazarezinho - PB;9;871.253,49
2101;Nazarezinho;PB;Nazarezinho - PB;10;809.151,24
2101;Nazarezinho;PB;Nazarezinho - PB;11;1.016.955,81
2101;Nazarezinho;PB;Nazarezinho - PB;12;1.703.085,95
2103;Nova Floresta;PB;Nova Floresta - PB;1;1.205.823,77
2103;Nova Floresta;PB;Nova Floresta - PB;2;1.683.228,32
2103;Nova Floresta;PB;Nova Floresta - PB;3;1.020.441,32
2103;Nova Floresta;PB;Nova Floresta - PB;4;1.209.584,30
2103;Nova Floresta;PB;Nova Floresta - PB;5;1.345.541,81
2103;Nova Floresta;PB;Nova Floresta - PB;6;1.259.011,15
2103;Nova Floresta;PB;Nova Floresta - PB;7;1.848.246,22
2103;Nova Floresta;PB;Nova Floresta - PB;8;1.231.182,10
2103;Nova Floresta;PB;Nova Floresta - PB;9;1.161.671,32
2103;Nova Floresta;PB;Nova Floresta - PB;10;1.078.868,30
2103;Nova Floresta;PB;Nova Floresta - PB;11;1.355.941,05
2103;Nova Floresta;PB;Nova Floresta - PB;12;2.270.781,30
2105;Nova Olinda;PB;Nova Olinda - PB;1;904.367,84
2105;Nova Olinda;PB;Nova Olinda - PB;2;1.262.421,24
2105;Nova Olinda;PB;Nova Olinda - PB;3;765.331,00
2105;Nova Olinda;PB;Nova Olinda - PB;4;907.188,22
2105;Nova Olinda;PB;Nova Olinda - PB;5;1.009.156,37
2105;Nova Olinda;PB;Nova Olinda - PB;6;944.258,36
2105;Nova Olinda;PB;Nova Olinda - PB;7;1.386.184,69
2105;Nova Olinda;PB;Nova Olinda - PB;8;923.386,58
2105;Nova Olinda;PB;Nova Olinda - PB;9;871.253,49
2105;Nova Olinda;PB;Nova Olinda - PB;10;809.151,24
2105;Nova Olinda;PB;Nova Olinda - PB;11;1.016.955,81
2105;Nova Olinda;PB;Nova Olinda - PB;12;1.703.085,95
2107;Nova Palmeira;PB;Nova Palmeira - PB;1;904.367,84
2107;Nova Palmeira;PB;Nova Palmeira - PB;2;1.262.421,24
2107;Nova Palmeira;PB;Nova Palmeira - PB;3;765.331,00
2107;Nova Palmeira;PB;Nova Palmeira - PB;4;907.188,22
2107;Nova Palmeira;PB;Nova Palmeira - PB;5;1.009.156,37
2107;Nova Palmeira;PB;Nova Palmeira - PB;6;944.258,36
2107;Nova Palmeira;PB;Nova Palmeira - PB;7;1.386.184,69
2107;Nova Palmeira;PB;Nova Palmeira - PB;8;923.386,58
2107;Nova Palmeira;PB;Nova Palmeira - PB;9;871.253,49
2107;Nova Palmeira;PB;Nova Palmeira - PB;10;809.151,24
2107;Nova Palmeira;PB;Nova Palmeira - PB;11;1.016.955,81
2107;Nova Palmeira;PB;Nova Palmeira - PB;12;1.703.085,95
2109;Olho d'Água;PB;Olho d'Água - PB;1;904.367,84
2109;Olho d'Água;PB;Olho d'Água - PB;2;1.262.421,24
2109;Olho d'Água;PB;Olho d'Água - PB;3;765.331,00
2109;Olho d'Água;PB;Olho d'Água - PB;4;907.188,22
2109;Olho d'Água;PB;Olho d'Água - PB;5;1.009.156,37
2109;Olho d'Água;PB;Olho d'Água - PB;6;944.258,36
2109;Olho d'Água;PB;Olho d'Água - PB;7;1.386.184,69
2109;Olho d'Água;PB;Olho d'Água - PB;8;923.386,58
2109;Olho d'Água;PB;Olho d'Água - PB;9;871.253,49
2109;Olho d'Água;PB;Olho d'Água - PB;10;809.151,24
2109;Olho d'Água;PB;Olho d'Água - PB;11;1.016.955,81
2109;Olho d'Água;PB;Olho d'Água - PB;12;1.703.085,95
2111;Olivedos;PB;Olivedos - PB;1;904.367,84
2111;Olivedos;PB;Olivedos - PB;2;1.262.421,24
2111;Olivedos;PB;Olivedos - PB;3;765.331,00
2111;Olivedos;PB;Olivedos - PB;4;907.188,22
2111;Olivedos;PB;Olivedos - PB;5;1.009.156,37
2111;Olivedos;PB;Olivedos - PB;6;944.258,36
2111;Olivedos;PB;Olivedos - PB;7;1.386.184,69
2111;Olivedos;PB;Olivedos - PB;8;923.386,58
2111;Olivedos;PB;Olivedos - PB;9;871.253,49
2111;Olivedos;PB;Olivedos - PB;10;809.151,24
2111;Olivedos;PB;Olivedos - PB;11;1.016.955,81
2111;Olivedos;PB;Olivedos - PB;12;1.703.085,95
2113;Ouro Velho;PB;Ouro Velho - PB;1;904.367,84
2113;Ouro Velho;PB;Ouro Velho - PB;2;1.262.421,24
2113;Ouro Velho;PB;Ouro Velho - PB;3;765.331,00
2113;Ouro Velho;PB;Ouro Velho - PB;4;907.188,22
2113;Ouro Velho;PB;Ouro Velho - PB;5;1.009.156,37
2113;Ouro Velho;PB;Ouro Velho - PB;6;944.258,36
2113;Ouro Velho;PB;Ouro Velho - PB;7;1.386.184,69
2113;Ouro Velho;PB;Ouro Velho - PB;8;923.386,58
2113;Ouro Velho;PB;Ouro Velho - PB;9;871.253,49
2113;Ouro Velho;PB;Ouro Velho - PB;10;809.151,24
2113;Ouro Velho;PB;Ouro Velho - PB;11;1.016.955,81
2113;Ouro Velho;PB;Ouro Velho - PB;12;1.703.085,95
494;Parari;PB;Parari - PB;1;904.367,84
494;Parari;PB;Parari - PB;2;1.262.421,24
494;Parari;PB;Parari - PB;3;765.331,00
494;Parari;PB;Parari - PB;4;907.188,22
494;Parari;PB;Parari - PB;5;1.009.156,37
494;Parari;PB;Parari - PB;6;944.258,36
494;Parari;PB;Parari - PB;7;1.386.184,69
494;Parari;PB;Parari - PB;8;923.386,58
494;Parari;PB;Parari - PB;9;871.253,49
494;Parari;PB;Parari - PB;10;809.151,24
494;Parari;PB;Parari - PB;11;1.016.955,81
494;Parari;PB;Parari - PB;12;1.703.085,95
2115;Passagem;PB;Passagem - PB;1;904.367,84
2115;Passagem;PB;Passagem - PB;2;1.262.421,24
2115;Passagem;PB;Passagem - PB;3;765.331,00
2115;Passagem;PB;Passagem - PB;4;907.188,22
2115;Passagem;PB;Passagem - PB;5;1.009.156,37
2115;Passagem;PB;Passagem - PB;6;944.258,36
2115;Passagem;PB;Passagem - PB;7;1.386.184,69
2115;Passagem;PB;Passagem - PB;8;923.386,58
2115;Passagem;PB;Passagem - PB;9;871.253,49
2115;Passagem;PB;Passagem - PB;10;809.151,24
2115;Passagem;PB;Passagem - PB;11;1.016.955,81
2115;Passagem;PB;Passagem - PB;12;1.703.085,95
2117;Patos;PB;Patos - PB;1;4.823.295,07
2117;Patos;PB;Patos - PB;2;6.732.913,19
2117;Patos;PB;Patos - PB;3;4.081.765,18
2117;Patos;PB;Patos - PB;4;4.838.337,06
2117;Patos;PB;Patos - PB;5;5.382.167,17
2117;Patos;PB;Patos - PB;6;5.036.044,49
2117;Patos;PB;Patos - PB;7;7.392.984,88
2117;Patos;PB;Patos - PB;8;4.924.728,36
2117;Patos;PB;Patos - PB;9;4.646.685,20
2117;Patos;PB;Patos - PB;10;4.315.473,16
2117;Patos;PB;Patos - PB;11;5.423.764,18
2117;Patos;PB;Patos - PB;12;9.083.125,02
2119;Paulista;PB;Paulista - PB;1;1.205.823,77
2119;Paulista;PB;Paulista - PB;2;1.683.228,32
2119;Paulista;PB;Paulista - PB;3;1.020.441,32
2119;Paulista;PB;Paulista - PB;4;1.209.584,30
2119;Paulista;PB;Paulista - PB;5;1.345.541,81
2119;Paulista;PB;Paulista - PB;6;1.259.011,15
2119;Paulista;PB;Paulista - PB;7;1.848.246,22
2119;Paulista;PB;Paulista - PB;8;1.231.182,10
2119;Paulista;PB;Paulista - PB;9;1.161.671,32
2119;Paulista;PB;Paulista - PB;10;1.078.868,30
2119;Paulista;PB;Paulista - PB;11;1.355.941,05
2119;Paulista;PB;Paulista - PB;12;2.270.781,30
2121;Pedra Branca;PB;Pedra Branca - PB;1;904.367,84
2121;Pedra Branca;PB;Pedra Branca - PB;2;1.262.421,24
2121;Pedra Branca;PB;Pedra Branca - PB;3;765.331,00
2121;Pedra Branca;PB;Pedra Branca - PB;4;907.188,22
2121;Pedra Branca;PB;Pedra Branca - PB;5;1.009.156,37
2121;Pedra Branca;PB;Pedra Branca - PB;6;944.258,36
2121;Pedra Branca;PB;Pedra Branca - PB;7;1.386.184,69
2121;Pedra Branca;PB;Pedra Branca - PB;8;923.386,58
2121;Pedra Branca;PB;Pedra Branca - PB;9;871.253,49
2121;Pedra Branca;PB;Pedra Branca - PB;10;809.151,24
2121;Pedra Branca;PB;Pedra Branca - PB;11;1.016.955,81
2121;Pedra Branca;PB;Pedra Branca - PB;12;1.703.085,95
2123;Pedra Lavrada;PB;Pedra Lavrada - PB;1;904.367,84
2123;Pedra Lavrada;PB;Pedra Lavrada - PB;2;1.262.421,24
2123;Pedra Lavrada;PB;Pedra Lavrada - PB;3;765.331,00
2123;Pedra Lavrada;PB;Pedra Lavrada - PB;4;907.188,22
2123;Pedra Lavrada;PB;Pedra Lavrada - PB;5;1.009.156,37
2123;Pedra Lavrada;PB;Pedra Lavrada - PB;6;944.258,36
2123;Pedra Lavrada;PB;Pedra Lavrada - PB;7;1.386.184,69
2123;Pedra Lavrada;PB;Pedra Lavrada - PB;8;923.386,58
2123;Pedra Lavrada;PB;Pedra Lavrada - PB;9;871.253,49
2123;Pedra Lavrada;PB;Pedra Lavrada - PB;10;809.151,24
2123;Pedra Lavrada;PB;Pedra Lavrada - PB;11;1.016.955,81
2123;Pedra Lavrada;PB;Pedra Lavrada - PB;12;1.703.085,95
2125;Pedras de Fogo;PB;Pedras de Fogo - PB;1;2.110.191,60
2125;Pedras de Fogo;PB;Pedras de Fogo - PB;2;2.945.649,54
2125;Pedras de Fogo;PB;Pedras de Fogo - PB;3;1.785.772,27
2125;Pedras de Fogo;PB;Pedras de Fogo - PB;4;2.116.772,49
2125;Pedras de Fogo;PB;Pedras de Fogo - PB;5;2.354.698,17
2125;Pedras de Fogo;PB;Pedras de Fogo - PB;6;2.203.269,47
2125;Pedras de Fogo;PB;Pedras de Fogo - PB;7;3.234.430,91
2125;Pedras de Fogo;PB;Pedras de Fogo - PB;8;2.154.568,67
2125;Pedras de Fogo;PB;Pedras de Fogo - PB;9;2.032.924,79
2125;Pedras de Fogo;PB;Pedras de Fogo - PB;10;1.888.019,51
2125;Pedras de Fogo;PB;Pedras de Fogo - PB;11;2.372.896,86
2125;Pedras de Fogo;PB;Pedras de Fogo - PB;12;3.973.867,22
500;Pedro Régis;PB;Pedro Régis - PB;1;904.367,84
500;Pedro Régis;PB;Pedro Régis - PB;2;1.262.421,24
500;Pedro Régis;PB;Pedro Régis - PB;3;765.331,00
500;Pedro Régis;PB;Pedro Régis - PB;4;907.188,22
500;Pedro Régis;PB;Pedro Régis - PB;5;1.009.156,37
500;Pedro Régis;PB;Pedro Régis - PB;6;944.258,36
500;Pedro Régis;PB;Pedro Régis - PB;7;1.386.184,69
500;Pedro Régis;PB;Pedro Régis - PB;8;923.386,58
500;Pedro Régis;PB;Pedro Régis - PB;9;871.253,49
500;Pedro Régis;PB;Pedro Régis - PB;10;809.151,24
500;Pedro Régis;PB;Pedro Régis - PB;11;1.016.955,81
500;Pedro Régis;PB;Pedro Régis - PB;12;1.703.085,95
2127;Piancó;PB;Piancó - PB;1;1.507.279,74
2127;Piancó;PB;Piancó - PB;2;2.104.035,38
2127;Piancó;PB;Piancó - PB;3;1.275.551,64
2127;Piancó;PB;Piancó - PB;4;1.511.980,36
2127;Piancó;PB;Piancó - PB;5;1.681.927,26
2127;Piancó;PB;Piancó - PB;6;1.573.763,90
2127;Piancó;PB;Piancó - PB;7;2.310.307,79
2127;Piancó;PB;Piancó - PB;8;1.538.977,62
2127;Piancó;PB;Piancó - PB;9;1.452.089,12
2127;Piancó;PB;Piancó - PB;10;1.348.585,36
2127;Piancó;PB;Piancó - PB;11;1.694.926,32
2127;Piancó;PB;Piancó - PB;12;2.838.476,58
2129;Picuí;PB;Picuí - PB;1;1.808.735,66
2129;Picuí;PB;Picuí - PB;2;2.524.842,48
2129;Picuí;PB;Picuí - PB;3;1.530.661,95
2129;Picuí;PB;Picuí - PB;4;1.814.376,41
2129;Picuí;PB;Picuí - PB;5;2.018.312,71
2129;Picuí;PB;Picuí - PB;6;1.888.516,69
2129;Picuí;PB;Picuí - PB;7;2.772.369,34
2129;Picuí;PB;Picuí - PB;8;1.846.773,13
2129;Picuí;PB;Picuí - PB;9;1.742.506,96
2129;Picuí;PB;Picuí - PB;10;1.618.302,45
2129;Picuí;PB;Picuí - PB;11;2.033.911,60
2129;Picuí;PB;Picuí - PB;12;3.406.171,89
2131;Pilar;PB;Pilar - PB;1;1.205.823,77
2131;Pilar;PB;Pilar - PB;2;1.683.228,32
2131;Pilar;PB;Pilar - PB;3;1.020.441,32
2131;Pilar;PB;Pilar - PB;4;1.209.584,30
2131;Pilar;PB;Pilar - PB;5;1.345.541,81
2131;Pilar;PB;Pilar - PB;6;1.259.011,15
2131;Pilar;PB;Pilar - PB;7;1.848.246,22
2131;Pilar;PB;Pilar - PB;8;1.231.182,10
2131;Pilar;PB;Pilar - PB;9;1.161.671,32
2131;Pilar;PB;Pilar - PB;10;1.078.868,30
2131;Pilar;PB;Pilar - PB;11;1.355.941,05
2131;Pilar;PB;Pilar - PB;12;2.270.781,30
2133;Pilões;PB;Pilões - PB;1;904.367,84
2133;Pilões;PB;Pilões - PB;2;1.262.421,24
2133;Pilões;PB;Pilões - PB;3;765.331,00
2133;Pilões;PB;Pilões - PB;4;907.188,22
2133;Pilões;PB;Pilões - PB;5;1.009.156,37
2133;Pilões;PB;Pilões - PB;6;944.258,36
2133;Pilões;PB;Pilões - PB;7;1.386.184,69
2133;Pilões;PB;Pilões - PB;8;923.386,58
2133;Pilões;PB;Pilões - PB;9;871.253,49
2133;Pilões;PB;Pilões - PB;10;809.151,24
2133;Pilões;PB;Pilões - PB;11;1.016.955,81
2133;Pilões;PB;Pilões - PB;12;1.703.085,95
2135;Pilõezinhos;PB;Pilõezinhos - PB;1;904.367,84
2135;Pilõezinhos;PB;Pilõezinhos - PB;2;1.262.421,24
