COD_MUN;Município;UF;Município - UF;Mês;2022
476;Curral de Cima;PB;Curral de Cima - PB;7;1.386.184,69
476;Curral de Cima;PB;Curral de Cima - PB;8;923.386,58
476;Curral de Cima;PB;Curral de Cima - PB;9;871.253,49
476;Curral de Cima;PB;Curral de Cima - PB;10;809.151,24
476;Curral de Cima;PB;Curral de Cima - PB;11;1.016.955,81
476;Curral de Cima;PB;Curral de Cima - PB;12;1.703.085,95
2007;Curral Velho;PB;Curral Velho - PB;1;904.367,84
2007;Curral Velho;PB;Curral Velho - PB;2;1.262.421,24
2007;Curral Velho;PB;Curral Velho - PB;3;765.331,00
2007;Curral Velho;PB;Curral Velho - PB;4;907.188,22
2007;Curral Velho;PB;Curral Velho - PB;5;1.009.156,37
2007;Curral Velho;PB;Curral Velho - PB;6;944.258,36
2007;Curral Velho;PB;Curral Velho - PB;7;1.386.184,69
2007;Curral Velho;PB;Curral Velho - PB;8;923.386,58
2007;Curral Velho;PB;Curral Velho - PB;9;871.253,49
2007;Curral Velho;PB;Curral Velho - PB;10;809.151,24
2007;Curral Velho;PB;Curral Velho - PB;11;1.016.955,81
2007;Curral Velho;PB;Curral Velho - PB;12;1.703.085,95
478;Damião;PB;Damião - PB;1;904.367,84
478;Damião;PB;Damião - PB;2;1.262.421,24
478;Damião;PB;Damião - PB;3;765.331,00
478;Damião;PB;Damião - PB;4;907.188,22
478;Damião;PB;Damião - PB;5;1.009.156,37
478;Damião;PB;Damião - PB;6;944.258,36
478;Damião;PB;Damião - PB;7;1.386.184,69
478;Damião;PB;Damião - PB;8;923.386,58
478;Damião;PB;Damião - PB;9;871.253,49
478;Damião;PB;Damião - PB;10;809.151,24
478;Damião;PB;Damião - PB;11;1.016.955,81
478;Damião;PB;Damião - PB;12;1.703.085,95
2009;Desterro;PB;Desterro - PB;1;904.367,84
2009;Desterro;PB;Desterro - PB;2;1.262.421,24
2009;Desterro;PB;Desterro - PB;3;765.331,00
2009;Desterro;PB;Desterro - PB;4;907.188,22
2009;Desterro;PB;Desterro - PB;5;1.009.156,37
2009;Desterro;PB;Desterro - PB;6;944.258,36
2009;Desterro;PB;Desterro - PB;7;1.386.184,69
2009;Desterro;PB;Desterro - PB;8;923.386,58
2009;Desterro;PB;Desterro - PB;9;871.253,49
2009;Desterro;PB;Desterro - PB;10;809.151,24
2009;Desterro;PB;Desterro - PB;11;1.016.955,81
2009;Desterro;PB;Desterro - PB;12;1.703.085,95
2013;Diamante;PB;Diamante - PB;1;904.367,84
2013;Diamante;PB;Diamante - PB;2;1.262.421,24
2013;Diamante;PB;Diamante - PB;3;765.331,00
2013;Diamante;PB;Diamante - PB;4;907.188,22
2013;Diamante;PB;Diamante - PB;5;1.009.156,37
2013;Diamante;PB;Diamante - PB;6;944.258,36
2013;Diamante;PB;Diamante - PB;7;1.386.184,69
2013;Diamante;PB;Diamante - PB;8;923.386,58
2013;Diamante;PB;Diamante - PB;9;871.253,49
2013;Diamante;PB;Diamante - PB;10;809.151,24
2013;Diamante;PB;Diamante - PB;11;1.016.955,81
2013;Diamante;PB;Diamante - PB;12;1.703.085,95
2015;Dona Inês;PB;Dona Inês - PB;1;1.205.823,77
2015;Dona Inês;PB;Dona Inês - PB;2;1.683.228,32
2015;Dona Inês;PB;Dona Inês - PB;3;1.020.441,32
2015;Dona Inês;PB;Dona Inês - PB;4;1.209.584,30
2015;Dona Inês;PB;Dona Inês - PB;5;1.345.541,81
2015;Dona Inês;PB;Dona Inês - PB;6;1.259.011,15
2015;Dona Inês;PB;Dona Inês - PB;7;1.848.246,22
2015;Dona Inês;PB;Dona Inês - PB;8;1.231.182,10
2015;Dona Inês;PB;Dona Inês - PB;9;1.161.671,32
2015;Dona Inês;PB;Dona Inês - PB;10;1.078.868,30
2015;Dona Inês;PB;Dona Inês - PB;11;1.355.941,05
2015;Dona Inês;PB;Dona Inês - PB;12;2.270.781,30
2017;Duas Estradas;PB;Duas Estradas - PB;1;904.367,84
2017;Duas Estradas;PB;Duas Estradas - PB;2;1.262.421,24
2017;Duas Estradas;PB;Duas Estradas - PB;3;765.331,00
2017;Duas Estradas;PB;Duas Estradas - PB;4;907.188,22
2017;Duas Estradas;PB;Duas Estradas - PB;5;1.009.156,37
2017;Duas Estradas;PB;Duas Estradas - PB;6;944.258,36
2017;Duas Estradas;PB;Duas Estradas - PB;7;1.386.184,69
2017;Duas Estradas;PB;Duas Estradas - PB;8;923.386,58
2017;Duas Estradas;PB;Duas Estradas - PB;9;871.253,49
2017;Duas Estradas;PB;Duas Estradas - PB;10;809.151,24
2017;Duas Estradas;PB;Duas Estradas - PB;11;1.016.955,81
2017;Duas Estradas;PB;Duas Estradas - PB;12;1.703.085,95
2019;Emas;PB;Emas - PB;1;904.367,84
2019;Emas;PB;Emas - PB;2;1.262.421,24
2019;Emas;PB;Emas - PB;3;765.331,00
2019;Emas;PB;Emas - PB;4;907.188,22
2019;Emas;PB;Emas - PB;5;1.009.156,37
2019;Emas;PB;Emas - PB;6;944.258,36
2019;Emas;PB;Emas - PB;7;1.386.184,69
2019;Emas;PB;Emas - PB;8;923.386,58
2019;Emas;PB;Emas - PB;9;871.253,49
2019;Emas;PB;Emas - PB;10;809.151,24
2019;Emas;PB;Emas - PB;11;1.016.955,81
2019;Emas;PB;Emas - PB;12;1.703.085,95
2021;Esperança;PB;Esperança - PB;1;2.411.647,54
2021;Esperança;PB;Esperança - PB;2;3.366.456,61
2021;Esperança;PB;Esperança - PB;3;2.040.882,60
2021;Esperança;PB;Esperança - PB;4;2.419.168,56
2021;Esperança;PB;Esperança - PB;5;2.691.083,59
2021;Esperança;PB;Esperança - PB;6;2.518.022,25
2021;Esperança;PB;Esperança - PB;7;3.696.492,45
2021;Esperança;PB;Esperança - PB;8;2.462.364,20
2021;Esperança;PB;Esperança - PB;9;2.323.342,60
2021;Esperança;PB;Esperança - PB;10;2.157.736,59
2021;Esperança;PB;Esperança - PB;11;2.711.882,11
2021;Esperança;PB;Esperança - PB;12;4.541.562,51
2023;Fagundes;PB;Fagundes - PB;1;1.205.823,77
2023;Fagundes;PB;Fagundes - PB;2;1.683.228,32
2023;Fagundes;PB;Fagundes - PB;3;1.020.441,32
2023;Fagundes;PB;Fagundes - PB;4;1.209.584,30
2023;Fagundes;PB;Fagundes - PB;5;1.345.541,81
2023;Fagundes;PB;Fagundes - PB;6;1.259.011,15
2023;Fagundes;PB;Fagundes - PB;7;1.848.246,22
2023;Fagundes;PB;Fagundes - PB;8;1.231.182,10
2023;Fagundes;PB;Fagundes - PB;9;1.161.671,32
2023;Fagundes;PB;Fagundes - PB;10;1.078.868,30
2023;Fagundes;PB;Fagundes - PB;11;1.355.941,05
2023;Fagundes;PB;Fagundes - PB;12;2.270.781,30
2025;Frei Martinho;PB;Frei Martinho - PB;1;904.367,84
2025;Frei Martinho;PB;Frei Martinho - PB;2;1.262.421,24
2025;Frei Martinho;PB;Frei Martinho - PB;3;765.331,00
2025;Frei Martinho;PB;Frei Martinho - PB;4;907.188,22
2025;Frei Martinho;PB;Frei Martinho - PB;5;1.009.156,37
2025;Frei Martinho;PB;Frei Martinho - PB;6;944.258,36
2025;Frei Martinho;PB;Frei Martinho - PB;7;1.386.184,69
2025;Frei Martinho;PB;Frei Martinho - PB;8;923.386,58
2025;Frei Martinho;PB;Frei Martinho - PB;9;871.253,49
2025;Frei Martinho;PB;Frei Martinho - PB;10;809.151,24
2025;Frei Martinho;PB;Frei Martinho - PB;11;1.016.955,81
2025;Frei Martinho;PB;Frei Martinho - PB;12;1.703.085,95
480;Gado Bravo;PB;Gado Bravo - PB;1;904.367,84
480;Gado Bravo;PB;Gado Bravo - PB;2;1.262.421,24
480;Gado Bravo;PB;Gado Bravo - PB;3;765.331,00
480;Gado Bravo;PB;Gado Bravo - PB;4;907.188,22
480;Gado Bravo;PB;Gado Bravo - PB;5;1.009.156,37
480;Gado Bravo;PB;Gado Bravo - PB;6;944.258,36
480;Gado Bravo;PB;Gado Bravo - PB;7;1.386.184,69
480;Gado Bravo;PB;Gado Bravo - PB;8;923.386,58
480;Gado Bravo;PB;Gado Bravo - PB;9;871.253,49
480;Gado Bravo;PB;Gado Bravo - PB;10;809.151,24
480;Gado Bravo;PB;Gado Bravo - PB;11;1.016.955,81
480;Gado Bravo;PB;Gado Bravo - PB;12;1.703.085,95
2027;Guarabira;PB;Guarabira - PB;1;3.316.015,37
2027;Guarabira;PB;Guarabira - PB;2;4.628.877,83
2027;Guarabira;PB;Guarabira - PB;3;2.806.213,56
2027;Guarabira;PB;Guarabira - PB;4;3.326.356,77
2027;Guarabira;PB;Guarabira - PB;5;3.700.239,94
2027;Guarabira;PB;Guarabira - PB;6;3.462.280,59
2027;Guarabira;PB;Guarabira - PB;7;5.082.677,12
2027;Guarabira;PB;Guarabira - PB;8;3.385.750,75
2027;Guarabira;PB;Guarabira - PB;9;3.194.596,07
2027;Guarabira;PB;Guarabira - PB;10;2.966.887,80
2027;Guarabira;PB;Guarabira - PB;11;3.728.837,87
2027;Guarabira;PB;Guarabira - PB;12;6.244.648,45
2029;Gurinhém;PB;Gurinhém - PB;1;1.507.279,74
2029;Gurinhém;PB;Gurinhém - PB;2;2.104.035,38
2029;Gurinhém;PB;Gurinhém - PB;3;1.275.551,64
2029;Gurinhém;PB;Gurinhém - PB;4;1.511.980,36
2029;Gurinhém;PB;Gurinhém - PB;5;1.681.927,26
2029;Gurinhém;PB;Gurinhém - PB;6;1.573.763,90
2029;Gurinhém;PB;Gurinhém - PB;7;2.310.307,79
2029;Gurinhém;PB;Gurinhém - PB;8;1.538.977,62
2029;Gurinhém;PB;Gurinhém - PB;9;1.452.089,12
2029;Gurinhém;PB;Gurinhém - PB;10;1.348.585,36
2029;Gurinhém;PB;Gurinhém - PB;11;1.694.926,32
2029;Gurinhém;PB;Gurinhém - PB;12;2.838.476,58
2031;Gurjão;PB;Gurjão - PB;1;904.367,84
2031;Gurjão;PB;Gurjão - PB;2;1.262.421,24
2031;Gurjão;PB;Gurjão - PB;3;765.331,00
2031;Gurjão;PB;Gurjão - PB;4;907.188,22
2031;Gurjão;PB;Gurjão - PB;5;1.009.156,37
2031;Gurjão;PB;Gurjão - PB;6;944.258,36
2031;Gurjão;PB;Gurjão - PB;7;1.386.184,69
2031;Gurjão;PB;Gurjão - PB;8;923.386,58
2031;Gurjão;PB;Gurjão - PB;9;871.253,49
2031;Gurjão;PB;Gurjão - PB;10;809.151,24
2031;Gurjão;PB;Gurjão - PB;11;1.016.955,81
2031;Gurjão;PB;Gurjão - PB;12;1.703.085,95
2033;Ibiara;PB;Ibiara - PB;1;904.367,84
2033;Ibiara;PB;Ibiara - PB;2;1.262.421,24
2033;Ibiara;PB;Ibiara - PB;3;765.331,00
2033;Ibiara;PB;Ibiara - PB;4;907.188,22
2033;Ibiara;PB;Ibiara - PB;5;1.009.156,37
2033;Ibiara;PB;Ibiara - PB;6;944.258,36
2033;Ibiara;PB;Ibiara - PB;7;1.386.184,69
2033;Ibiara;PB;Ibiara - PB;8;923.386,58
2033;Ibiara;PB;Ibiara - PB;9;871.253,49
2033;Ibiara;PB;Ibiara - PB;10;809.151,24
2033;Ibiara;PB;Ibiara - PB;11;1.016.955,81
2033;Ibiara;PB;Ibiara - PB;12;1.703.085,95
1953;Igaracy;PB;Igaracy - PB;1;904.367,84
1953;Igaracy;PB;Igaracy - PB;2;1.262.421,24
1953;Igaracy;PB;Igaracy - PB;3;765.331,00
1953;Igaracy;PB;Igaracy - PB;4;907.188,22
1953;Igaracy;PB;Igaracy - PB;5;1.009.156,37
1953;Igaracy;PB;Igaracy - PB;6;944.258,36
1953;Igaracy;PB;Igaracy - PB;7;1.386.184,69
1953;Igaracy;PB;Igaracy - PB;8;923.386,58
1953;Igaracy;PB;Igaracy - PB;9;871.253,49
1953;Igaracy;PB;Igaracy - PB;10;809.151,24
1953;Igaracy;PB;Igaracy - PB;11;1.016.955,81
1953;Igaracy;PB;Igaracy - PB;12;1.703.085,95
2035;Imaculada;PB;Imaculada - PB;1;1.205.823,77
2035;Imaculada;PB;Imaculada - PB;2;1.683.228,32
2035;Imaculada;PB;Imaculada - PB;3;1.020.441,32
2035;Imaculada;PB;Imaculada - PB;4;1.209.584,30
2035;Imaculada;PB;Imaculada - PB;5;1.345.541,81
2035;Imaculada;PB;Imaculada - PB;6;1.259.011,15
2035;Imaculada;PB;Imaculada - PB;7;1.848.246,22
2035;Imaculada;PB;Imaculada - PB;8;1.231.182,10
2035;Imaculada;PB;Imaculada - PB;9;1.161.671,32
2035;Imaculada;PB;Imaculada - PB;10;1.078.868,30
2035;Imaculada;PB;Imaculada - PB;11;1.355.941,05
2035;Imaculada;PB;Imaculada - PB;12;2.270.781,30
2037;Ingá;PB;Ingá - PB;1;1.808.735,66
2037;Ingá;PB;Ingá - PB;2;2.524.842,48
2037;Ingá;PB;Ingá - PB;3;1.530.661,95
2037;Ingá;PB;Ingá - PB;4;1.814.376,41
2037;Ingá;PB;Ingá - PB;5;2.018.312,71
2037;Ingá;PB;Ingá - PB;6;1.888.516,69
2037;Ingá;PB;Ingá - PB;7;2.772.369,34
2037;Ingá;PB;Ingá - PB;8;1.846.773,13
2037;Ingá;PB;Ingá - PB;9;1.742.506,96
2037;Ingá;PB;Ingá - PB;10;1.618.302,45
2037;Ingá;PB;Ingá - PB;11;2.033.911,60
2037;Ingá;PB;Ingá - PB;12;3.406.171,89
2039;Itabaiana;PB;Itabaiana - PB;1;2.110.191,60
2039;Itabaiana;PB;Itabaiana - PB;2;2.945.649,54
2039;Itabaiana;PB;Itabaiana - PB;3;1.785.772,27
2039;Itabaiana;PB;Itabaiana - PB;4;2.116.772,49
2039;Itabaiana;PB;Itabaiana - PB;5;2.354.698,17
2039;Itabaiana;PB;Itabaiana - PB;6;2.203.269,47
2039;Itabaiana;PB;Itabaiana - PB;7;3.234.430,91
2039;Itabaiana;PB;Itabaiana - PB;8;2.154.568,67
2039;Itabaiana;PB;Itabaiana - PB;9;2.032.924,79
2039;Itabaiana;PB;Itabaiana - PB;10;1.888.019,51
2039;Itabaiana;PB;Itabaiana - PB;11;2.372.896,86
2039;Itabaiana;PB;Itabaiana - PB;12;3.973.867,22
2041;Itaporanga;PB;Itaporanga - PB;1;2.110.191,60
2041;Itaporanga;PB;Itaporanga - PB;2;2.945.649,54
2041;Itaporanga;PB;Itaporanga - PB;3;1.785.772,27
2041;Itaporanga;PB;Itaporanga - PB;4;2.116.772,49
2041;Itaporanga;PB;Itaporanga - PB;5;2.354.698,17
2041;Itaporanga;PB;Itaporanga - PB;6;2.203.269,47
2041;Itaporanga;PB;Itaporanga - PB;7;3.234.430,91
2041;Itaporanga;PB;Itaporanga - PB;8;2.154.568,67
2041;Itaporanga;PB;Itaporanga - PB;9;2.032.924,79
2041;Itaporanga;PB;Itaporanga - PB;10;1.888.019,51
2041;Itaporanga;PB;Itaporanga - PB;11;2.372.896,86
2041;Itaporanga;PB;Itaporanga - PB;12;3.973.867,22
2043;Itapororoca;PB;Itapororoca - PB;1;1.808.735,66
2043;Itapororoca;PB;Itapororoca - PB;2;2.524.842,48
2043;Itapororoca;PB;Itapororoca - PB;3;1.530.661,95
2043;Itapororoca;PB;Itapororoca - PB;4;1.814.376,41
2043;Itapororoca;PB;Itapororoca - PB;5;2.018.312,71
2043;Itapororoca;PB;Itapororoca - PB;6;1.888.516,69
2043;Itapororoca;PB;Itapororoca - PB;7;2.772.369,34
2043;Itapororoca;PB;Itapororoca - PB;8;1.846.773,13
2043;Itapororoca;PB;Itapororoca - PB;9;1.742.506,96
2043;Itapororoca;PB;Itapororoca - PB;10;1.618.302,45
2043;Itapororoca;PB;Itapororoca - PB;11;2.033.911,60
2043;Itapororoca;PB;Itapororoca - PB;12;3.406.171,89
2045;Itatuba;PB;Itatuba - PB;1;1.205.823,77
2045;Itatuba;PB;Itatuba - PB;2;1.683.228,32
2045;Itatuba;PB;Itatuba - PB;3;1.020.441,32
2045;Itatuba;PB;Itatuba - PB;4;1.209.584,30
2045;Itatuba;PB;Itatuba - PB;5;1.345.541,81
2045;Itatuba;PB;Itatuba - PB;6;1.259.011,15
2045;Itatuba;PB;Itatuba - PB;7;1.848.246,22
2045;Itatuba;PB;Itatuba - PB;8;1.231.182,10
2045;Itatuba;PB;Itatuba - PB;9;1.161.671,32
2045;Itatuba;PB;Itatuba - PB;10;1.078.868,30
2045;Itatuba;PB;Itatuba - PB;11;1.355.941,05
2045;Itatuba;PB;Itatuba - PB;12;2.270.781,30
2047;Jacaraú;PB;Jacaraú - PB;1;1.507.279,74
2047;Jacaraú;PB;Jacaraú - PB;2;2.104.035,38
2047;Jacaraú;PB;Jacaraú - PB;3;1.275.551,64
2047;Jacaraú;PB;Jacaraú - PB;4;1.511.980,36
2047;Jacaraú;PB;Jacaraú - PB;5;1.681.927,26
2047;Jacaraú;PB;Jacaraú - PB;6;1.573.763,90
2047;Jacaraú;PB;Jacaraú - PB;7;2.310.307,79
2047;Jacaraú;PB;Jacaraú - PB;8;1.538.977,62
2047;Jacaraú;PB;Jacaraú - PB;9;1.452.089,12
2047;Jacaraú;PB;Jacaraú - PB;10;1.348.585,36
2047;Jacaraú;PB;Jacaraú - PB;11;1.694.926,32
2047;Jacaraú;PB;Jacaraú - PB;12;2.838.476,58
2049;Jericó;PB;Jericó - PB;1;904.367,84
2049;Jericó;PB;Jericó - PB;2;1.262.421,24
2049;Jericó;PB;Jericó - PB;3;765.331,00
2049;Jericó;PB;Jericó - PB;4;907.188,22
2049;Jericó;PB;Jericó - PB;5;1.009.156,37
2049;Jericó;PB;Jericó - PB;6;944.258,36
2049;Jericó;PB;Jericó - PB;7;1.386.184,69
2049;Jericó;PB;Jericó - PB;8;923.386,58
2049;Jericó;PB;Jericó - PB;9;871.253,49
2049;Jericó;PB;Jericó - PB;10;809.151,24
2049;Jericó;PB;Jericó - PB;11;1.016.955,81
2049;Jericó;PB;Jericó - PB;12;1.703.085,95
2051;João Pessoa;PB;João Pessoa - PB;1;36.545.653,23
2051;João Pessoa;PB;João Pessoa - PB;2;51.014.650,26
2051;João Pessoa;PB;João Pessoa - PB;3;30.927.150,91
2051;João Pessoa;PB;João Pessoa - PB;4;36.659.625,12
2051;João Pessoa;PB;João Pessoa - PB;5;40.780.174,62
2051;João Pessoa;PB;João Pessoa - PB;6;38.157.635,49
2051;João Pessoa;PB;João Pessoa - PB;7;56.015.951,35
2051;João Pessoa;PB;João Pessoa - PB;8;37.314.203,71
2051;João Pessoa;PB;João Pessoa - PB;9;35.207.496,75
2051;João Pessoa;PB;João Pessoa - PB;10;32.697.934,27
2051;João Pessoa;PB;João Pessoa - PB;11;41.095.351,25
2051;João Pessoa;PB;João Pessoa - PB;12;68.821.984,34
2053;Juarez Távora;PB;Juarez Távora - PB;1;904.367,84
2053;Juarez Távora;PB;Juarez Távora - PB;2;1.262.421,24
2053;Juarez Távora;PB;Juarez Távora - PB;3;765.331,00
2053;Juarez Távora;PB;Juarez Távora - PB;4;907.188,22
2053;Juarez Távora;PB;Juarez Távora - PB;5;1.009.156,37
2053;Juarez Távora;PB;Juarez Távora - PB;6;944.258,36
2053;Juarez Távora;PB;Juarez Távora - PB;7;1.386.184,69
2053;Juarez Távora;PB;Juarez Távora - PB;8;923.386,58
2053;Juarez Távora;PB;Juarez Távora - PB;9;871.253,49
2053;Juarez Távora;PB;Juarez Távora - PB;10;809.151,24
2053;Juarez Távora;PB;Juarez Távora - PB;11;1.016.955,81
2053;Juarez Távora;PB;Juarez Távora - PB;12;1.703.085,95
2055;Juazeirinho;PB;Juazeirinho - PB;1;1.808.735,66
2055;Juazeirinho;PB;Juazeirinho - PB;2;2.524.842,48
2055;Juazeirinho;PB;Juazeirinho - PB;3;1.530.661,95
2055;Juazeirinho;PB;Juazeirinho - PB;4;1.814.376,41
2055;Juazeirinho;PB;Juazeirinho - PB;5;2.018.312,71
2055;Juazeirinho;PB;Juazeirinho - PB;6;1.888.516,69
2055;Juazeirinho;PB;Juazeirinho - PB;7;2.772.369,34
2055;Juazeirinho;PB;Juazeirinho - PB;8;1.846.773,13
2055;Juazeirinho;PB;Juazeirinho - PB;9;1.742.506,96
2055;Juazeirinho;PB;Juazeirinho - PB;10;1.618.302,45
2055;Juazeirinho;PB;Juazeirinho - PB;11;2.033.911,60
2055;Juazeirinho;PB;Juazeirinho - PB;12;3.406.171,89
2057;Junco do Seridó;PB;Junco do Seridó - PB;1;904.367,84
2057;Junco do Seridó;PB;Junco do Seridó - PB;2;1.262.421,24
2057;Junco do Seridó;PB;Junco do Seridó - PB;3;765.331,00
2057;Junco do Seridó;PB;Junco do Seridó - PB;4;907.188,22
2057;Junco do Seridó;PB;Junco do Seridó - PB;5;1.009.156,37
2057;Junco do Seridó;PB;Junco do Seridó - PB;6;944.258,36
2057;Junco do Seridó;PB;Junco do Seridó - PB;7;1.386.184,69
2057;Junco do Seridó;PB;Junco do Seridó - PB;8;923.386,58
2057;Junco do Seridó;PB;Junco do Seridó - PB;9;871.253,49
2057;Junco do Seridó;PB;Junco do Seridó - PB;10;809.151,24
2057;Junco do Seridó;PB;Junco do Seridó - PB;11;1.016.955,81
2057;Junco do Seridó;PB;Junco do Seridó - PB;12;1.703.085,95
2059;Juripiranga;PB;Juripiranga - PB;1;1.205.823,77
2059;Juripiranga;PB;Juripiranga - PB;2;1.683.228,32
2059;Juripiranga;PB;Juripiranga - PB;3;1.020.441,32
2059;Juripiranga;PB;Juripiranga - PB;4;1.209.584,30
2059;Juripiranga;PB;Juripiranga - PB;5;1.345.541,81
2059;Juripiranga;PB;Juripiranga - PB;6;1.259.011,15
2059;Juripiranga;PB;Juripiranga - PB;7;1.848.246,22
2059;Juripiranga;PB;Juripiranga - PB;8;1.231.182,10
2059;Juripiranga;PB;Juripiranga - PB;9;1.161.671,32
2059;Juripiranga;PB;Juripiranga - PB;10;1.078.868,30
2059;Juripiranga;PB;Juripiranga - PB;11;1.355.941,05
2059;Juripiranga;PB;Juripiranga - PB;12;2.270.781,30
2061;Juru;PB;Juru - PB;1;904.367,84
2061;Juru;PB;Juru - PB;2;1.262.421,24
2061;Juru;PB;Juru - PB;3;765.331,00
2061;Juru;PB;Juru - PB;4;907.188,22
2061;Juru;PB;Juru - PB;5;1.009.156,37
2061;Juru;PB;Juru - PB;6;944.258,36
2061;Juru;PB;Juru - PB;7;1.386.184,69
2061;Juru;PB;Juru - PB;8;923.386,58
2061;Juru;PB;Juru - PB;9;871.253,49
2061;Juru;PB;Juru - PB;10;809.151,24
2061;Juru;PB;Juru - PB;11;1.016.955,81
2061;Juru;PB;Juru - PB;12;1.703.085,95
2063;Lagoa;PB;Lagoa - PB;1;904.367,84
2063;Lagoa;PB;Lagoa - PB;2;1.262.421,24
2063;Lagoa;PB;Lagoa - PB;3;765.331,00
2063;Lagoa;PB;Lagoa - PB;4;907.188,22
2063;Lagoa;PB;Lagoa - PB;5;1.009.156,37
2063;Lagoa;PB;Lagoa - PB;6;944.258,36
2063;Lagoa;PB;Lagoa - PB;7;1.386.184,69
2063;Lagoa;PB;Lagoa - PB;8;923.386,58
2063;Lagoa;PB;Lagoa - PB;9;871.253,49
2063;Lagoa;PB;Lagoa - PB;10;809.151,24
2063;Lagoa;PB;Lagoa - PB;11;1.016.955,81
2063;Lagoa;PB;Lagoa - PB;12;1.703.085,95
2065;Lagoa de Dentro;PB;Lagoa de Dentro - PB;1;904.367,84
2065;Lagoa de Dentro;PB;Lagoa de Dentro - PB;2;1.262.421,24
2065;Lagoa de Dentro;PB;Lagoa de Dentro - PB;3;765.331,00
2065;Lagoa de Dentro;PB;Lagoa de Dentro - PB;4;907.188,22
2065;Lagoa de Dentro;PB;Lagoa de Dentro - PB;5;1.009.156,37
2065;Lagoa de Dentro;PB;Lagoa de Dentro - PB;6;944.258,36
2065;Lagoa de Dentro;PB;Lagoa de Dentro - PB;7;1.386.184,69
2065;Lagoa de Dentro;PB;Lagoa de Dentro - PB;8;923.386,58
2065;Lagoa de Dentro;PB;Lagoa de Dentro - PB;9;871.253,49
2065;Lagoa de Dentro;PB;Lagoa de Dentro - PB;10;809.151,24
2065;Lagoa de Dentro;PB;Lagoa de Dentro - PB;11;1.016.955,81
2065;Lagoa de Dentro;PB;Lagoa de Dentro - PB;12;1.703.085,95
2067;Lagoa Seca;PB;Lagoa Seca - PB;1;2.110.191,60
2067;Lagoa Seca;PB;Lagoa Seca - PB;2;2.945.649,54
2067;Lagoa Seca;PB;Lagoa Seca - PB;3;1.785.772,27
2067;Lagoa Seca;PB;Lagoa Seca - PB;4;2.116.772,49
2067;Lagoa Seca;PB;Lagoa Seca - PB;5;2.354.698,17
2067;Lagoa Seca;PB;Lagoa Seca - PB;6;2.203.269,47
2067;Lagoa Seca;PB;Lagoa Seca - PB;7;3.234.430,91
2067;Lagoa Seca;PB;Lagoa Seca - PB;8;2.154.568,67
2067;Lagoa Seca;PB;Lagoa Seca - PB;9;2.032.924,79
2067;Lagoa Seca;PB;Lagoa Seca - PB;10;1.888.019,51
2067;Lagoa Seca;PB;Lagoa Seca - PB;11;2.372.896,86
2067;Lagoa Seca;PB;Lagoa Seca - PB;12;3.973.867,22
2069;Lastro;PB;Lastro - PB;1;904.367,84
2069;Lastro;PB;Lastro - PB;2;1.262.421,24
2069;Lastro;PB;Lastro - PB;3;765.331,00
2069;Lastro;PB;Lastro - PB;4;907.188,22
2069;Lastro;PB;Lastro - PB;5;1.009.156,37
2069;Lastro;PB;Lastro - PB;6;944.258,36
2069;Lastro;PB;Lastro - PB;7;1.386.184,69
2069;Lastro;PB;Lastro - PB;8;923.386,58
2069;Lastro;PB;Lastro - PB;9;871.253,49
2069;Lastro;PB;Lastro - PB;10;809.151,24
2069;Lastro;PB;Lastro - PB;11;1.016.955,81
2069;Lastro;PB;Lastro - PB;12;1.703.085,95
2071;Livramento;PB;Livramento - PB;1;904.367,84
2071;Livramento;PB;Livramento - PB;2;1.262.421,24
2071;Livramento;PB;Livramento - PB;3;765.331,00
2071;Livramento;PB;Livramento - PB;4;907.188,22
2071;Livramento;PB;Livramento - PB;5;1.009.156,37
2071;Livramento;PB;Livramento - PB;6;944.258,36
2071;Livramento;PB;Livramento - PB;7;1.386.184,69
2071;Livramento;PB;Livramento - PB;8;923.386,58
2071;Livramento;PB;Livramento - PB;9;871.253,49
2071;Livramento;PB;Livramento - PB;10;809.151,24
2071;Livramento;PB;Livramento - PB;11;1.016.955,81
2071;Livramento;PB;Livramento - PB;12;1.703.085,95
482;Logradouro;PB;Logradouro - PB;1;904.367,84
482;Logradouro;PB;Logradouro - PB;2;1.262.421,24
482;Logradouro;PB;Logradouro - PB;3;765.331,00
482;Logradouro;PB;Logradouro - PB;4;907.188,22
482;Logradouro;PB;Logradouro - PB;5;1.009.156,37
482;Logradouro;PB;Logradouro - PB;6;944.258,36
482;Logradouro;PB;Logradouro - PB;7;1.386.184,69
482;Logradouro;PB;Logradouro - PB;8;923.386,58
482;Logradouro;PB;Logradouro - PB;9;871.253,49
482;Logradouro;PB;Logradouro - PB;10;809.151,24
482;Logradouro;PB;Logradouro - PB;11;1.016.955,81
482;Logradouro;PB;Logradouro - PB;12;1.703.085,95
2073;Lucena;PB;Lucena - PB;1;1.205.823,77
2073;Lucena;PB;Lucena - PB;2;1.683.228,32
2073;Lucena;PB;Lucena - PB;3;1.020.441,32
2073;Lucena;PB;Lucena - PB;4;1.209.584,30
2073;Lucena;PB;Lucena - PB;5;1.345.541,81
2073;Lucena;PB;Lucena - PB;6;1.259.011,15
2073;Lucena;PB;Lucena - PB;7;1.848.246,22
2073;Lucena;PB;Lucena - PB;8;1.231.182,10
2073;Lucena;PB;Lucena - PB;9;1.161.671,32
2073;Lucena;PB;Lucena - PB;10;1.078.868,30
