,data_base,modalidade,porte,valor_deflacionado
5860,2020-04-01,Veículos,Sem rendimento,287307552.335083
5861,2020-05-01,Cartão de crédito,Acima de 20 salários mínimos,454590110.9388807
5862,2020-05-01,Cartão de crédito,Até 1 salário mínimo,1643305554.57918
5863,2020-05-01,Cartão de crédito,Indisponível,65327160.554690234
5864,2020-05-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,849789673.3050116
5865,2020-05-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,2018055416.071399
5866,2020-05-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,1371327881.506416
5867,2020-05-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,1924452128.5854433
5868,2020-05-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,1674146191.573167
5869,2020-05-01,Cartão de crédito,Sem rendimento,32788621.492892716
5870,2020-05-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,25718551039.374367
5871,2020-05-01,Empréstimo com consignação em folha,Até 1 salário mínimo,31010846518.049026
5872,2020-05-01,Empréstimo com consignação em folha,Indisponível,6588738409.889295
5873,2020-05-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,46597759078.08184
5874,2020-05-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,47645241169.903175
5875,2020-05-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,38276743400.924866
5876,2020-05-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,69050348747.86916
5877,2020-05-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,80177133353.60435
5878,2020-05-01,Empréstimo com consignação em folha,Sem rendimento,4473407625.227412
5879,2020-05-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,19998660225.191017
5880,2020-05-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,1897427539.3697143
5881,2020-05-01,Empréstimo sem consignação em folha,Indisponível,882530580.5123808
5882,2020-05-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,13778834830.431177
5883,2020-05-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,5269177859.444142
5884,2020-05-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,5675604672.757951
5885,2020-05-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,10394491635.72702
5886,2020-05-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,16078832251.48589
5887,2020-05-01,Empréstimo sem consignação em folha,Sem rendimento,259650062.15326846
5888,2020-05-01,Habitacional,Acima de 20 salários mínimos,84248388642.96495
5889,2020-05-01,Habitacional,Até 1 salário mínimo,15779050976.578949
5890,2020-05-01,Habitacional,Indisponível,283601275.83736783
5891,2020-05-01,Habitacional,Mais de 10 a 20 salários mínimos,98193490919.80582
5892,2020-05-01,Habitacional,Mais de 1 a 2 salários mínimos,115835492782.25636
5893,2020-05-01,Habitacional,Mais de 2 a 3 salários mínimos,109826688232.79457
5894,2020-05-01,Habitacional,Mais de 3 a 5 salários mínimos,110036222625.62523
5895,2020-05-01,Habitacional,Mais de 5 a 10 salários mínimos,125646355673.18385
5896,2020-05-01,Habitacional,Sem rendimento,78148930192.24066
5897,2020-05-01,Outros créditos,Acima de 20 salários mínimos,26562262626.106964
5898,2020-05-01,Outros créditos,Até 1 salário mínimo,1591737636.668792
5899,2020-05-01,Outros créditos,Indisponível,929203995.8811965
5900,2020-05-01,Outros créditos,Mais de 10 a 20 salários mínimos,11287022442.87033
5901,2020-05-01,Outros créditos,Mais de 1 a 2 salários mínimos,5164742361.2805395
5902,2020-05-01,Outros créditos,Mais de 2 a 3 salários mínimos,4893048102.907339
5903,2020-05-01,Outros créditos,Mais de 3 a 5 salários mínimos,7932309188.026097
5904,2020-05-01,Outros créditos,Mais de 5 a 10 salários mínimos,12160446951.129807
5905,2020-05-01,Outros créditos,Sem rendimento,1285566376.476383
5906,2020-05-01,Rural e agroindustrial,Acima de 20 salários mínimos,112696043282.75816
5907,2020-05-01,Rural e agroindustrial,Até 1 salário mínimo,1643370547.2024825
5908,2020-05-01,Rural e agroindustrial,Indisponível,914628895.2568848
5909,2020-05-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,25163534968.31363
5910,2020-05-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,6136389065.553139
5911,2020-05-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,6658972832.399681
5912,2020-05-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,8635609007.19104
5913,2020-05-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,18346471491.514683
5914,2020-05-01,Rural e agroindustrial,Sem rendimento,855424542.0218651
5915,2020-05-01,Veículos,Acima de 20 salários mínimos,8543713791.585392
5916,2020-05-01,Veículos,Até 1 salário mínimo,4303131743.761406
5917,2020-05-01,Veículos,Indisponível,3966252551.9449396
5918,2020-05-01,Veículos,Mais de 10 a 20 salários mínimos,13829533841.20688
5919,2020-05-01,Veículos,Mais de 1 a 2 salários mínimos,18125060341.96044
5920,2020-05-01,Veículos,Mais de 2 a 3 salários mínimos,23528388942.27048
5921,2020-05-01,Veículos,Mais de 3 a 5 salários mínimos,34918610326.09048
5922,2020-05-01,Veículos,Mais de 5 a 10 salários mínimos,29916662789.255035
5923,2020-05-01,Veículos,Sem rendimento,272712932.4816374
5924,2020-06-01,Cartão de crédito,Acima de 20 salários mínimos,500368360.6768139
5925,2020-06-01,Cartão de crédito,Até 1 salário mínimo,1622256220.8348186
5926,2020-06-01,Cartão de crédito,Indisponível,69836464.30396114
5927,2020-06-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,914729963.1552963
5928,2020-06-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,2013557877.699646
5929,2020-06-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,1404707953.2891955
5930,2020-06-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,1992555901.5561197
5931,2020-06-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,1742237287.744807
5932,2020-06-01,Cartão de crédito,Sem rendimento,38199816.049303554
5933,2020-06-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,26347042778.79918
5934,2020-06-01,Empréstimo com consignação em folha,Até 1 salário mínimo,30781683281.831627
5935,2020-06-01,Empréstimo com consignação em folha,Indisponível,7797627725.179453
5936,2020-06-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,47924612508.32582
5937,2020-06-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,47776565974.65396
5938,2020-06-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,38385560112.304535
5939,2020-06-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,69705083169.99368
5940,2020-06-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,82054209895.76518
5941,2020-06-01,Empréstimo com consignação em folha,Sem rendimento,3496826720.0822434
5942,2020-06-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,21543059020.320553
5943,2020-06-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,1846304316.4997482
5944,2020-06-01,Empréstimo sem consignação em folha,Indisponível,927478015.6598595
5945,2020-06-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,13937812803.988533
5946,2020-06-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,5290682237.442331
5947,2020-06-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,5682128462.78894
5948,2020-06-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,10424576851.600853
5949,2020-06-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,16089349236.850382
5950,2020-06-01,Empréstimo sem consignação em folha,Sem rendimento,263034023.5388945
5951,2020-06-01,Habitacional,Acima de 20 salários mínimos,85189998891.24466
5952,2020-06-01,Habitacional,Até 1 salário mínimo,15020358776.033812
5953,2020-06-01,Habitacional,Indisponível,3270794381.692717
5954,2020-06-01,Habitacional,Mais de 10 a 20 salários mínimos,99737033538.40979
5955,2020-06-01,Habitacional,Mais de 1 a 2 salários mínimos,113632992913.13112
5956,2020-06-01,Habitacional,Mais de 2 a 3 salários mínimos,109785548362.81393
5957,2020-06-01,Habitacional,Mais de 3 a 5 salários mínimos,111158134523.43666
5958,2020-06-01,Habitacional,Mais de 5 a 10 salários mínimos,127277074013.91136
5959,2020-06-01,Habitacional,Sem rendimento,86341826754.35062
5960,2020-06-01,Outros créditos,Acima de 20 salários mínimos,27035150842.08981
5961,2020-06-01,Outros créditos,Até 1 salário mínimo,1619784177.1083107
5962,2020-06-01,Outros créditos,Indisponível,970625950.2810336
5963,2020-06-01,Outros créditos,Mais de 10 a 20 salários mínimos,11644520260.059805
5964,2020-06-01,Outros créditos,Mais de 1 a 2 salários mínimos,5546063960.403645
5965,2020-06-01,Outros créditos,Mais de 2 a 3 salários mínimos,5147781957.168937
5966,2020-06-01,Outros créditos,Mais de 3 a 5 salários mínimos,8382226910.309029
5967,2020-06-01,Outros créditos,Mais de 5 a 10 salários mínimos,12802467525.874197
5968,2020-06-01,Outros créditos,Sem rendimento,1311091986.0892444
5969,2020-06-01,Rural e agroindustrial,Acima de 20 salários mínimos,115274465505.44075
5970,2020-06-01,Rural e agroindustrial,Até 1 salário mínimo,1644082014.0955424
5971,2020-06-01,Rural e agroindustrial,Indisponível,902701585.8670123
5972,2020-06-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,25521450041.281567
5973,2020-06-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,6218938322.908906
5974,2020-06-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,6781373875.448742
5975,2020-06-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,8632903370.358534
5976,2020-06-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,18525594174.694725
5977,2020-06-01,Rural e agroindustrial,Sem rendimento,882138289.8095702
5978,2020-06-01,Veículos,Acima de 20 salários mínimos,8680042811.982847
5979,2020-06-01,Veículos,Até 1 salário mínimo,4348651303.755211
5980,2020-06-01,Veículos,Indisponível,4110322132.4093904
5981,2020-06-01,Veículos,Mais de 10 a 20 salários mínimos,13919011184.050406
5982,2020-06-01,Veículos,Mais de 1 a 2 salários mínimos,18324545724.92848
5983,2020-06-01,Veículos,Mais de 2 a 3 salários mínimos,23594512516.06177
5984,2020-06-01,Veículos,Mais de 3 a 5 salários mínimos,35226999897.589195
5985,2020-06-01,Veículos,Mais de 5 a 10 salários mínimos,30044747709.986423
5986,2020-06-01,Veículos,Sem rendimento,277793955.63727117
5987,2020-07-01,Cartão de crédito,Acima de 20 salários mínimos,525008300.34997165
5988,2020-07-01,Cartão de crédito,Até 1 salário mínimo,1690608500.4171317
5989,2020-07-01,Cartão de crédito,Indisponível,70515265.88280164
5990,2020-07-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,1013661965.5569617
5991,2020-07-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,2044383168.5178645
5992,2020-07-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,1412522768.117737
5993,2020-07-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,1979970111.581713
5994,2020-07-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,1800445764.3222113
5995,2020-07-01,Cartão de crédito,Sem rendimento,41027038.86908879
5996,2020-07-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,26755901704.874863
5997,2020-07-01,Empréstimo com consignação em folha,Até 1 salário mínimo,30787561938.075626
5998,2020-07-01,Empréstimo com consignação em folha,Indisponível,6264003087.601937
5999,2020-07-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,48609118006.25556
6000,2020-07-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,48728061061.09329
6001,2020-07-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,39042457246.8442
6002,2020-07-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,70644520479.98866
6003,2020-07-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,83168868230.52414
6004,2020-07-01,Empréstimo com consignação em folha,Sem rendimento,4985874250.725171
6005,2020-07-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,22282351737.78173
6006,2020-07-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,2051315036.0105414
6007,2020-07-01,Empréstimo sem consignação em folha,Indisponível,909401854.4864249
6008,2020-07-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,14016553890.58592
6009,2020-07-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,5492459047.730408
6010,2020-07-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,5756793568.668854
6011,2020-07-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,10534237018.6172
6012,2020-07-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,16263303234.830519
6013,2020-07-01,Empréstimo sem consignação em folha,Sem rendimento,361652466.91693664
6014,2020-07-01,Habitacional,Acima de 20 salários mínimos,85883417454.02255
6015,2020-07-01,Habitacional,Até 1 salário mínimo,14927838786.827908
6016,2020-07-01,Habitacional,Indisponível,264140488.1317589
6017,2020-07-01,Habitacional,Mais de 10 a 20 salários mínimos,100706121833.9925
6018,2020-07-01,Habitacional,Mais de 1 a 2 salários mínimos,114263567135.82967
6019,2020-07-01,Habitacional,Mais de 2 a 3 salários mínimos,111292934917.41542
6020,2020-07-01,Habitacional,Mais de 3 a 5 salários mínimos,112410260083.13933
6021,2020-07-01,Habitacional,Mais de 5 a 10 salários mínimos,128401019185.63553
6022,2020-07-01,Habitacional,Sem rendimento,88762597419.15742
6023,2020-07-01,Outros créditos,Acima de 20 salários mínimos,26356589280.219646
6024,2020-07-01,Outros créditos,Até 1 salário mínimo,1764598760.8311028
6025,2020-07-01,Outros créditos,Indisponível,921583796.0221324
6026,2020-07-01,Outros créditos,Mais de 10 a 20 salários mínimos,11662534073.610731
6027,2020-07-01,Outros créditos,Mais de 1 a 2 salários mínimos,5895130414.072374
6028,2020-07-01,Outros créditos,Mais de 2 a 3 salários mínimos,5424773402.038213
6029,2020-07-01,Outros créditos,Mais de 3 a 5 salários mínimos,8647640851.133322
6030,2020-07-01,Outros créditos,Mais de 5 a 10 salários mínimos,13011526323.872395
6031,2020-07-01,Outros créditos,Sem rendimento,1333651954.1403184
6032,2020-07-01,Rural e agroindustrial,Acima de 20 salários mínimos,113788293846.72462
6033,2020-07-01,Rural e agroindustrial,Até 1 salário mínimo,2029895283.1671278
6034,2020-07-01,Rural e agroindustrial,Indisponível,901959516.7431061
6035,2020-07-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,25491699533.273308
6036,2020-07-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,6716983343.357483
6037,2020-07-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,7143560962.732163
6038,2020-07-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,8769352194.286432
6039,2020-07-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,18735689291.43636
6040,2020-07-01,Rural e agroindustrial,Sem rendimento,885487664.3229872
6041,2020-07-01,Veículos,Acima de 20 salários mínimos,8763018927.147335
6042,2020-07-01,Veículos,Até 1 salário mínimo,4409871616.922235
6043,2020-07-01,Veículos,Indisponível,4015948204.36797
6044,2020-07-01,Veículos,Mais de 10 a 20 salários mínimos,13876480092.792395
6045,2020-07-01,Veículos,Mais de 1 a 2 salários mínimos,18482773255.553402
6046,2020-07-01,Veículos,Mais de 2 a 3 salários mínimos,23640232373.67701
6047,2020-07-01,Veículos,Mais de 3 a 5 salários mínimos,35465899802.44093
6048,2020-07-01,Veículos,Mais de 5 a 10 salários mínimos,30242619167.67943
6049,2020-07-01,Veículos,Sem rendimento,283079573.4111535
6050,2020-08-01,Cartão de crédito,Acima de 20 salários mínimos,519057450.95261
6051,2020-08-01,Cartão de crédito,Até 1 salário mínimo,1698585264.0711098
6052,2020-08-01,Cartão de crédito,Indisponível,8453347.826542156
6053,2020-08-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,1035338493.5808973
6054,2020-08-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,2045091444.370688
6055,2020-08-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,1457227036.5524225
6056,2020-08-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,1952605106.2460191
6057,2020-08-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,1838652139.0610769
6058,2020-08-01,Cartão de crédito,Sem rendimento,40261608.503025874
6059,2020-08-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,25414646212.13887
6060,2020-08-01,Empréstimo com consignação em folha,Até 1 salário mínimo,31090540853.06954
6061,2020-08-01,Empréstimo com consignação em folha,Indisponível,4782946697.631761
6062,2020-08-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,46542083418.309006
6063,2020-08-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,53943266045.0864
6064,2020-08-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,41439571000.81688
6065,2020-08-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,71265922871.30562
6066,2020-08-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,81999720238.98969
6067,2020-08-01,Empréstimo com consignação em folha,Sem rendimento,4695869561.157653
6068,2020-08-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,23394673827.774075
6069,2020-08-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,1664191065.5554366
6070,2020-08-01,Empréstimo sem consignação em folha,Indisponível,332488828.1770066
6071,2020-08-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,14214525481.48682
6072,2020-08-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,5383903718.895359
6073,2020-08-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,5937478554.555392
6074,2020-08-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,10367809444.941467
6075,2020-08-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,16406231940.960146
6076,2020-08-01,Empréstimo sem consignação em folha,Sem rendimento,583476841.2570359
6077,2020-08-01,Habitacional,Acima de 20 salários mínimos,82842769844.23448
6078,2020-08-01,Habitacional,Até 1 salário mínimo,14320890904.74299
6079,2020-08-01,Habitacional,Indisponível,190398337.2383362
6080,2020-08-01,Habitacional,Mais de 10 a 20 salários mínimos,100652039079.0699
6081,2020-08-01,Habitacional,Mais de 1 a 2 salários mínimos,109972214503.17996
6082,2020-08-01,Habitacional,Mais de 2 a 3 salários mínimos,110312135858.23529
6083,2020-08-01,Habitacional,Mais de 3 a 5 salários mínimos,113274750743.49156
6084,2020-08-01,Habitacional,Mais de 5 a 10 salários mínimos,131065229416.76936
6085,2020-08-01,Habitacional,Sem rendimento,101049097593.59108
6086,2020-08-01,Outros créditos,Acima de 20 salários mínimos,26969867178.910805
6087,2020-08-01,Outros créditos,Até 1 salário mínimo,2084973000.4848402
6088,2020-08-01,Outros créditos,Indisponível,700845743.6625553
6089,2020-08-01,Outros créditos,Mais de 10 a 20 salários mínimos,11879366200.587135
6090,2020-08-01,Outros créditos,Mais de 1 a 2 salários mínimos,5987835803.1081505
6091,2020-08-01,Outros créditos,Mais de 2 a 3 salários mínimos,5904350207.796086
6092,2020-08-01,Outros créditos,Mais de 3 a 5 salários mínimos,8669898149.974184
6093,2020-08-01,Outros créditos,Mais de 5 a 10 salários mínimos,13604457293.115862
6094,2020-08-01,Outros créditos,Sem rendimento,1311328727.4046311
6095,2020-08-01,Rural e agroindustrial,Acima de 20 salários mínimos,115389745888.89133
6096,2020-08-01,Rural e agroindustrial,Até 1 salário mínimo,1691294931.911166
6097,2020-08-01,Rural e agroindustrial,Indisponível,879279575.5910467
6098,2020-08-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,26270196597.344807
6099,2020-08-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,6467799568.74207
6100,2020-08-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,7181042817.97502
6101,2020-08-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,8592606966.065718
6102,2020-08-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,18879590051.795578
6103,2020-08-01,Rural e agroindustrial,Sem rendimento,776962388.4693084
6104,2020-08-01,Veículos,Acima de 20 salários mínimos,8881682721.927574
6105,2020-08-01,Veículos,Até 1 salário mínimo,5339532939.357495
6106,2020-08-01,Veículos,Indisponível,523688156.65401655
6107,2020-08-01,Veículos,Mais de 10 a 20 salários mínimos,14105806044.861675
6108,2020-08-01,Veículos,Mais de 1 a 2 salários mínimos,20936406960.53934
6109,2020-08-01,Veículos,Mais de 2 a 3 salários mínimos,24515337956.751923
6110,2020-08-01,Veículos,Mais de 3 a 5 salários mínimos,35133688689.98187
6111,2020-08-01,Veículos,Mais de 5 a 10 salários mínimos,30446063174.467426
6112,2020-08-01,Veículos,Sem rendimento,218586969.4527407
6113,2020-09-01,Cartão de crédito,Acima de 20 salários mínimos,512127501.0301844
6114,2020-09-01,Cartão de crédito,Até 1 salário mínimo,1670914967.604207
6115,2020-09-01,Cartão de crédito,Indisponível,13153618.717982328
6116,2020-09-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,1044835402.5611856
6117,2020-09-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,2010364704.1422937
6118,2020-09-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,1459093535.961379
6119,2020-09-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,1987732094.1782975
6120,2020-09-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,1833189975.519992
6121,2020-09-01,Cartão de crédito,Sem rendimento,43734343.466996215
6122,2020-09-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,26475702658.5881
6123,2020-09-01,Empréstimo com consignação em folha,Até 1 salário mínimo,30446612079.501934
6124,2020-09-01,Empréstimo com consignação em folha,Indisponível,5696558406.737603
6125,2020-09-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,47291784210.75681
6126,2020-09-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,55534923493.54551
6127,2020-09-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,42189334663.69868
6128,2020-09-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,71673197753.68753
6129,2020-09-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,82667326493.88985
6130,2020-09-01,Empréstimo com consignação em folha,Sem rendimento,4531606839.30599
6131,2020-09-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,25240498581.66738
6132,2020-09-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,1989063222.6434495
6133,2020-09-01,Empréstimo sem consignação em folha,Indisponível,332679479.21498066
6134,2020-09-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,14333208535.941927
6135,2020-09-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,5693791535.6287985
6136,2020-09-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,6100213061.427424
6137,2020-09-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,10514344541.15681
6138,2020-09-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,16523218254.192749
6139,2020-09-01,Empréstimo sem consignação em folha,Sem rendimento,789600449.9405942
6140,2020-09-01,Habitacional,Acima de 20 salários mínimos,84535778949.07367
6141,2020-09-01,Habitacional,Até 1 salário mínimo,13901758608.229565
6142,2020-09-01,Habitacional,Indisponível,195875481.0922767
6143,2020-09-01,Habitacional,Mais de 10 a 20 salários mínimos,101991038778.08046
6144,2020-09-01,Habitacional,Mais de 1 a 2 salários mínimos,111030479571.96019
6145,2020-09-01,Habitacional,Mais de 2 a 3 salários mínimos,111504371452.90115
6146,2020-09-01,Habitacional,Mais de 3 a 5 salários mínimos,114647283312.5918
6147,2020-09-01,Habitacional,Mais de 5 a 10 salários mínimos,133013030204.49287
6148,2020-09-01,Habitacional,Sem rendimento,99110621998.05232
6149,2020-09-01,Outros créditos,Acima de 20 salários mínimos,27421607835.434807
6150,2020-09-01,Outros créditos,Até 1 salário mínimo,2240182726.8536325
6151,2020-09-01,Outros créditos,Indisponível,843594354.8474098
6152,2020-09-01,Outros créditos,Mais de 10 a 20 salários mínimos,11857457773.549875
6153,2020-09-01,Outros créditos,Mais de 1 a 2 salários mínimos,6273279223.342174
6154,2020-09-01,Outros créditos,Mais de 2 a 3 salários mínimos,6034713149.052289
6155,2020-09-01,Outros créditos,Mais de 3 a 5 salários mínimos,8818391679.676226
6156,2020-09-01,Outros créditos,Mais de 5 a 10 salários mínimos,13667069034.201174
6157,2020-09-01,Outros créditos,Sem rendimento,1318891535.9048762
6158,2020-09-01,Rural e agroindustrial,Acima de 20 salários mínimos,116744673053.7631
6159,2020-09-01,Rural e agroindustrial,Até 1 salário mínimo,2214911753.995802
6160,2020-09-01,Rural e agroindustrial,Indisponível,904030201.7987309
6161,2020-09-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,26615743483.82253
6162,2020-09-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,6943647124.413265
6163,2020-09-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,7523808770.216141
6164,2020-09-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,8944946683.305586
6165,2020-09-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,19213104182.59592
6166,2020-09-01,Rural e agroindustrial,Sem rendimento,790143632.2857258
6167,2020-09-01,Veículos,Acima de 20 salários mínimos,8996557874.506994
6168,2020-09-01,Veículos,Até 1 salário mínimo,5522543694.536711
6169,2020-09-01,Veículos,Indisponível,544537684.865447
6170,2020-09-01,Veículos,Mais de 10 a 20 salários mínimos,14306805024.948528
6171,2020-09-01,Veículos,Mais de 1 a 2 salários mínimos,21393524503.622963
6172,2020-09-01,Veículos,Mais de 2 a 3 salários mínimos,24711207572.98397
6173,2020-09-01,Veículos,Mais de 3 a 5 salários mínimos,35562820286.30422
6174,2020-09-01,Veículos,Mais de 5 a 10 salários mínimos,30885000835.34503
6175,2020-09-01,Veículos,Sem rendimento,250029380.51329604
6176,2020-10-01,Cartão de crédito,Acima de 20 salários mínimos,491090942.50992656
6177,2020-10-01,Cartão de crédito,Até 1 salário mínimo,1643658010.9072232
6178,2020-10-01,Cartão de crédito,Indisponível,12962421.825986588
6179,2020-10-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,1028116137.8368053
6180,2020-10-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,2004575963.515586
6181,2020-10-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,1454867956.7502446
6182,2020-10-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,1973621081.3032842
6183,2020-10-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,1932531873.8190746
6184,2020-10-01,Cartão de crédito,Sem rendimento,51820891.28252474
6185,2020-10-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,27824744723.673634
6186,2020-10-01,Empréstimo com consignação em folha,Até 1 salário mínimo,25956809529.677723
6187,2020-10-01,Empréstimo com consignação em folha,Indisponível,5602350144.117678
6188,2020-10-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,49374668103.145676
6189,2020-10-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,58673449653.93484
6190,2020-10-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,42718745964.508415
