,Ano,UF,municipio,pib_pc,Ranking,QuintilRank,ipib_pc,classes,ibge_6
59434,2020,SP,Ribeirão Corrente,36876.67,1201.0,oitavo décimo,36876.67,30k-40k,354310
58400,2020,MG,Matias Barbosa,36874.94,1202.0,oitavo décimo,36874.94,30k-40k,314080
60671,2020,RS,Santo Expedito do Sul,36866.1,1203.0,oitavo décimo,36866.1,30k-40k,431795
60718,2020,RS,Serafina Corrêa,36843.36,1204.0,oitavo décimo,36843.36,30k-40k,432040
58354,2020,MG,Lagoa da Prata,36754.42,1205.0,oitavo décimo,36754.42,30k-40k,313720
60679,2020,RS,São João do Polêsine,36711.75,1206.0,oitavo décimo,36711.75,30k-40k,431843
59727,2020,PR,Guapirama,36687.94,1207.0,oitavo décimo,36687.94,30k-40k,410900
61115,2020,GO,Inaciolândia,36658.96,1208.0,oitavo décimo,36658.96,30k-40k,520993
60761,2020,RS,Ubiretama,36603.09,1209.0,oitavo décimo,36603.09,30k-40k,432234
60113,2020,SC,Ipuaçu,36593.77,1210.0,oitavo décimo,36593.77,30k-40k,420768
59697,2020,PR,Doutor Camargo,36574.86,1211.0,oitavo décimo,36574.86,30k-40k,410730
59681,2020,PR,Cornélio Procópio,36570.29,1212.0,oitavo décimo,36570.29,30k-40k,410640
61141,2020,GO,Leopoldo de Bulhões,36541.84,1213.0,oitavo décimo,36541.84,30k-40k,521230
60582,2020,RS,Osório,36529.85,1214.0,oitavo décimo,36529.85,30k-40k,431350
60427,2020,RS,Dom Pedrito,36521.95,1215.0,oitavo décimo,36521.95,30k-40k,430660
59685,2020,PR,Cruzeiro do Iguaçu,36519.2,1216.0,oitavo décimo,36519.2,30k-40k,410657
57888,2020,BA,Simões Filho,36500.46,1217.0,oitavo décimo,36500.46,30k-40k,293070
59867,2020,PR,Pitanga,36446.11,1218.0,oitavo décimo,36446.11,30k-40k,411960
60928,2020,MT,Lambari D'Oeste,36411.42,1219.0,oitavo décimo,36411.42,30k-40k,510523
60442,2020,RS,Erval Seco,36409.63,1220.0,oitavo décimo,36409.63,30k-40k,430730
60087,2020,SC,Frei Rogério,36399.21,1221.0,oitavo décimo,36399.21,30k-40k,420555
61041,2020,GO,Bom Jesus de Goiás,36395.07,1222.0,oitavo décimo,36395.07,30k-40k,520350
59105,2020,SP,Dirce Reis,36386.62,1223.0,oitavo décimo,36386.62,30k-40k,351385
59763,2020,PR,Jacarezinho,36380.6,1224.0,oitavo décimo,36380.6,30k-40k,411180
59235,2020,SP,Jandira,36380.52,1225.0,oitavo décimo,36380.52,30k-40k,352500
56766,2020,RN,Alto do Rodrigues,36375.17,1226.0,oitavo décimo,36375.17,30k-40k,240070
60675,2020,RS,São Francisco de Paula,36375.06,1227.0,oitavo décimo,36375.06,30k-40k,431820
60201,2020,SC,Pouso Redondo,36355.86,1228.0,oitavo décimo,36355.86,30k-40k,421370
60341,2020,RS,Bom Progresso,36335.71,1229.0,oitavo décimo,36335.71,30k-40k,430237
58233,2020,MG,Frutal,36335.36,1230.0,oitavo décimo,36335.36,30k-40k,312710
58485,2020,MG,Passa Tempo,36299.61,1231.0,oitavo décimo,36299.61,30k-40k,314770
60891,2020,MT,Canabrava do Norte,36272.28,1232.0,oitavo décimo,36272.28,30k-40k,510269
59674,2020,PR,Clevelândia,36271.28,1233.0,oitavo décimo,36271.28,30k-40k,410570
56005,2020,TO,Araguacema,36256.69,1234.0,oitavo décimo,36256.69,30k-40k,170190
60524,2020,RS,Lavras do Sul,36219.58,1235.0,oitavo décimo,36219.58,30k-40k,431150
59819,2020,PR,Missal,36201.03,1236.0,oitavo décimo,36201.03,30k-40k,411605
60974,2020,MT,Santo Afonso,36182.5,1237.0,oitavo décimo,36182.5,30k-40k,510726
59278,2020,SP,Marília,36163.08,1238.0,oitavo décimo,36163.08,30k-40k,352900
59977,2020,PR,Três Barras do Paraná,36123.93,1239.0,oitavo décimo,36123.93,30k-40k,412785
55877,2020,PA,Curionópolis,36114.66,1240.0,oitavo décimo,36114.66,30k-40k,150277
59212,2020,SP,Itápolis,36113.24,1241.0,oitavo décimo,36113.24,30k-40k,352270
59253,2020,SP,Leme,36105.16,1242.0,oitavo décimo,36105.16,30k-40k,352670
60112,2020,SC,Iporã do Oeste,36096.57,1243.0,oitavo décimo,36096.57,30k-40k,420765
59766,2020,PR,Jandaia do Sul,36093.77,1244.0,oitavo décimo,36093.77,30k-40k,411210
60945,2020,MT,Nova Olímpia,36067.56,1245.0,oitavo décimo,36067.56,30k-40k,510623
56038,2020,TO,Crixás do Tocantins,36063.56,1246.0,oitavo décimo,36063.56,30k-40k,170625
55701,2020,RO,Porto Velho,36059.36,1247.0,oitavo décimo,36059.36,30k-40k,110020
59233,2020,SP,Jales,36054.72,1248.0,oitavo décimo,36054.72,30k-40k,352480
59778,2020,PR,Kaloré,36042.52,1249.0,oitavo décimo,36042.52,30k-40k,411310
59504,2020,SP,São Joaquim da Barra,36015.43,1250.0,oitavo décimo,36015.43,30k-40k,354940
57442,2020,SE,Barra dos Coqueiros,36009.64,1251.0,oitavo décimo,36009.64,30k-40k,280060
58490,2020,MG,Patrocínio,35985.78,1252.0,oitavo décimo,35985.78,30k-40k,314810
58186,2020,MG,Dores de Guanhães,35985.28,1253.0,oitavo décimo,35985.28,30k-40k,312310
60936,2020,MT,Nortelândia,35978.29,1254.0,oitavo décimo,35978.29,30k-40k,510600
60085,2020,SC,Forquilhinha,35971.52,1255.0,oitavo décimo,35971.52,30k-40k,420545
60665,2020,RS,Santo Antônio do Palma,35939.59,1256.0,oitavo décimo,35939.59,30k-40k,431755
60285,2020,SC,Witmarsum,35935.74,1257.0,oitavo décimo,35935.74,30k-40k,421940
60237,2020,SC,São Domingos,35929.4,1258.0,oitavo décimo,35929.4,30k-40k,421610
58189,2020,MG,Doresópolis,35923.91,1259.0,oitavo décimo,35923.91,30k-40k,312340
59266,2020,SP,Lutécia,35919.02,1260.0,oitavo décimo,35919.02,30k-40k,352790
60831,2020,MS,Jaraguari,35918.19,1261.0,oitavo décimo,35918.19,30k-40k,500490
59242,2020,SP,José Bonifácio,35877.16,1262.0,oitavo décimo,35877.16,30k-40k,352570
59640,2020,PR,Borrazópolis,35872.73,1263.0,oitavo décimo,35872.73,30k-40k,410330
60325,2020,RS,Barracão,35871.14,1264.0,oitavo décimo,35871.14,30k-40k,430180
59282,2020,SP,Mauá,35864.96,1265.0,oitavo décimo,35864.96,30k-40k,352940
59351,2020,SP,Paraguaçu Paulista,35826.34,1266.0,oitavo décimo,35826.34,30k-40k,353550
59555,2020,SP,Tatuí,35806.34,1267.0,oitavo décimo,35806.34,30k-40k,355400
59604,2020,PR,Alto Piquiri,35792.24,1268.0,oitavo décimo,35792.24,30k-40k,410070
59355,2020,SP,Paranapuã,35790.56,1269.0,oitavo décimo,35790.56,30k-40k,353590
60820,2020,MS,Eldorado,35790.48,1270.0,oitavo décimo,35790.48,30k-40k,500375
58952,2020,SP,Adamantina,35788.26,1271.0,oitavo décimo,35788.26,30k-40k,350010
59614,2020,PR,Arapongas,35763.17,1272.0,oitavo décimo,35763.17,30k-40k,410150
60206,2020,SC,Princesa,35754.71,1273.0,oitavo décimo,35754.71,30k-40k,421415
60122,2020,SC,Itapema,35730.51,1274.0,oitavo décimo,35730.51,30k-40k,420830
61184,2020,GO,Panamá,35729.05,1275.0,oitavo décimo,35729.05,30k-40k,521600
60638,2020,RS,Rodeio Bonito,35725.32,1276.0,oitavo décimo,35725.32,30k-40k,431590
57805,2020,BA,Paulo Afonso,35720.75,1277.0,oitavo décimo,35720.75,30k-40k,292400
56988,2020,PB,Conde,35695.96,1278.0,oitavo décimo,35695.96,30k-40k,250460
58479,2020,MG,Pará de Minas,35693.36,1279.0,oitavo décimo,35693.36,30k-40k,314710
60459,2020,RS,Floriano Peixoto,35691.63,1280.0,oitavo décimo,35691.63,30k-40k,430825
61010,2020,GO,Acreúna,35669.65,1281.0,oitavo décimo,35669.65,30k-40k,520013
59395,2020,SP,Platina,35648.22,1282.0,oitavo décimo,35648.22,30k-40k,353970
60825,2020,MS,Iguatemi,35638.72,1283.0,oitavo décimo,35638.72,30k-40k,500430
60696,2020,RS,São Nicolau,35627.92,1284.0,oitavo décimo,35627.92,30k-40k,431920
57579,2020,BA,Cairu,35563.67,1285.0,oitavo décimo,35563.67,30k-40k,290540
59246,2020,SP,Junqueirópolis,35548.8,1286.0,oitavo décimo,35548.8,30k-40k,352600
60503,2020,RS,Itapuca,35546.53,1287.0,oitavo décimo,35546.53,30k-40k,431057
60501,2020,RS,Itaara,35541.98,1288.0,oitavo décimo,35541.98,30k-40k,431053
58998,2020,SP,Assis,35535.6,1289.0,oitavo décimo,35535.6,30k-40k,350400
60183,2020,SC,Passos Maia,35526.63,1290.0,oitavo décimo,35526.63,30k-40k,421227
61015,2020,GO,Alexânia,35507.95,1291.0,oitavo décimo,35507.95,30k-40k,520030
60792,2020,MS,Anaurilândia,35491.7,1292.0,oitavo décimo,35491.7,30k-40k,500080
59373,2020,SP,Pereira Barreto,35465.18,1293.0,oitavo décimo,35465.18,30k-40k,353740
59002,2020,SP,Avanhandava,35438.28,1294.0,oitavo décimo,35438.28,30k-40k,350440
59275,2020,SP,Maracaí,35435.81,1295.0,oitavo décimo,35435.81,30k-40k,352880
59683,2020,PR,Coronel Vivida,35432.15,1296.0,oitavo décimo,35432.15,30k-40k,410650
60309,2020,RS,Araricá,35401.0,1297.0,oitavo décimo,35401.0,30k-40k,430087
59593,2020,SP,Votuporanga,35390.26,1298.0,oitavo décimo,35390.26,30k-40k,355710
59721,2020,PR,Goioerê,35384.85,1299.0,oitavo décimo,35384.85,30k-40k,410860
58897,2020,RJ,Macuco,35356.73,1300.0,oitavo décimo,35356.73,30k-40k,330245
59464,2020,SP,Santa Albertina,35341.71,1301.0,oitavo décimo,35341.71,30k-40k,354570
56016,2020,TO,Bandeirantes do Tocantins,35286.65,1302.0,oitavo décimo,35286.65,30k-40k,170305
59104,2020,SP,Diadema,35282.92,1303.0,oitavo décimo,35282.92,30k-40k,351380
59655,2020,PR,Campo Largo,35257.96,1304.0,oitavo décimo,35257.96,30k-40k,410420
59858,2020,PR,Pérola,35254.03,1305.0,oitavo décimo,35254.03,30k-40k,411890
56039,2020,TO,Darcinópolis,35243.14,1306.0,oitavo décimo,35243.14,30k-40k,170650
61138,2020,GO,Joviânia,35221.69,1307.0,oitavo décimo,35221.69,30k-40k,521210
56043,2020,TO,Dueré,35220.81,1308.0,oitavo décimo,35220.81,30k-40k,170730
57942,2020,MG,Albertina,35219.86,1309.0,oitavo décimo,35219.86,30k-40k,310140
60624,2020,RS,Protásio Alves,35208.75,1310.0,oitavo décimo,35208.75,30k-40k,431517
60901,2020,MT,Confresa,35177.01,1311.0,oitavo décimo,35177.01,30k-40k,510335
60948,2020,MT,Novo Mundo,35176.09,1312.0,oitavo décimo,35176.09,30k-40k,510626
60245,2020,SC,São José do Cedro,35163.81,1313.0,oitavo décimo,35163.81,30k-40k,421670
58489,2020,MG,Patos de Minas,35161.35,1314.0,oitavo décimo,35161.35,30k-40k,314800
58458,2020,MG,Olhos-d'Água,35151.89,1315.0,oitavo décimo,35151.89,30k-40k,314545
59155,2020,SP,Guaraci,35144.03,1316.0,oitavo décimo,35144.03,30k-40k,351790
58880,2020,RJ,Casimiro de Abreu,35133.8,1317.0,oitavo décimo,35133.8,30k-40k,330130
60664,2020,RS,Santo Ângelo,35123.12,1318.0,oitavo décimo,35123.12,30k-40k,431750
55703,2020,RO,Rio Crespo,35115.8,1319.0,oitavo décimo,35115.8,30k-40k,110026
59775,2020,PR,Jundiaí do Sul,35050.43,1320.0,oitavo décimo,35050.43,30k-40k,411290
58625,2020,MG,Santa Vitória,35039.62,1321.0,oitavo décimo,35039.62,30k-40k,315980
59467,2020,SP,Santa Clara d'Oeste,35018.03,1322.0,oitavo décimo,35018.03,30k-40k,354610
60560,2020,RS,Nonoai,35010.99,1323.0,oitavo décimo,35010.99,30k-40k,431270
60360,2020,RS,Campina das Missões,34995.46,1324.0,oitavo décimo,34995.46,30k-40k,430370
59771,2020,PR,Jardim Olinda,34983.34,1325.0,oitavo décimo,34983.34,30k-40k,411260
59167,2020,SP,Herculândia,34982.47,1326.0,oitavo décimo,34982.47,30k-40k,351900
58697,2020,MG,Sarzedo,34967.99,1327.0,oitavo décimo,34967.99,30k-40k,316553
60703,2020,RS,São Sepé,34938.71,1328.0,oitavo décimo,34938.71,30k-40k,431960
60869,2020,MT,Alta Floresta,34915.67,1329.0,oitavo décimo,34915.67,30k-40k,510025
60785,2020,RS,Vitória das Missões,34906.52,1330.0,oitavo décimo,34906.52,30k-40k,432375
59906,2020,PR,Rio Negro,34873.2,1331.0,oitavo décimo,34873.2,30k-40k,412230
60615,2020,RS,Portão,34863.79,1332.0,oitavo décimo,34863.79,30k-40k,431480
59183,2020,SP,Iguape,34863.6,1333.0,oitavo décimo,34863.6,30k-40k,352030
58592,2020,MG,Santa Bárbara,34859.6,1334.0,oitavo décimo,34859.6,30k-40k,315720
59390,2020,SP,Pirapozinho,34855.11,1335.0,oitavo décimo,34855.11,30k-40k,353920
59258,2020,SP,Lorena,34835.94,1336.0,oitavo décimo,34835.94,30k-40k,352720
59458,2020,SP,Saltinho,34833.08,1337.0,oitavo décimo,34833.08,30k-40k,354515
60404,2020,RS,Constantina,34826.56,1338.0,oitavo décimo,34826.56,30k-40k,430580
60382,2020,RS,Carlos Gomes,34824.35,1339.0,oitavo décimo,34824.35,30k-40k,430485
59783,2020,PR,Lidianópolis,34820.41,1340.0,oitavo décimo,34820.41,30k-40k,411342
60098,2020,SC,Guarujá do Sul,34803.72,1341.0,oitavo décimo,34803.72,30k-40k,420660
61211,2020,GO,Santa Helena de Goiás,34762.02,1342.0,oitavo décimo,34762.02,30k-40k,521930
59909,2020,PR,Rondon,34730.59,1343.0,oitavo décimo,34730.59,30k-40k,412260
60082,2020,SC,Flor do Sertão,34724.5,1344.0,oitavo décimo,34724.5,30k-40k,420535
58204,2020,MG,Estrela do Indaiá,34695.66,1345.0,oitavo décimo,34695.66,30k-40k,312470
60839,2020,MS,Mundo Novo,34693.52,1346.0,oitavo décimo,34693.52,30k-40k,500568
58788,2020,ES,Anchieta,34679.39,1347.0,oitavo décimo,34679.39,30k-40k,320040
58256,2020,MG,Guimarânia,34665.24,1348.0,oitavo décimo,34665.24,30k-40k,312890
57631,2020,BA,Dias d'Ávila,34655.57,1349.0,oitavo décimo,34655.57,30k-40k,291005
60424,2020,RS,Dois Lajeados,34636.55,1350.0,oitavo décimo,34636.55,30k-40k,430645
59717,2020,PR,Francisco Beltrão,34627.69,1351.0,oitavo décimo,34627.69,30k-40k,410840
56121,2020,TO,São Valério,34613.32,1352.0,oitavo décimo,34613.32,30k-40k,172049
59575,2020,SP,Uchoa,34608.34,1353.0,oitavo décimo,34608.34,30k-40k,355560
59830,2020,PR,Nova Fátima,34594.62,1354.0,oitavo décimo,34594.62,30k-40k,411700
58950,2020,RJ,Vassouras,34581.66,1355.0,oitavo décimo,34581.66,30k-40k,330620
57704,2020,BA,Itapebi,34577.02,1356.0,oitavo décimo,34577.02,30k-40k,291630
60848,2020,MS,Pedro Gomes,34528.94,1357.0,oitavo décimo,34528.94,30k-40k,500640
60118,2020,SC,Irineópolis,34526.55,1358.0,oitavo décimo,34526.55,30k-40k,420790
60339,2020,RS,Bom Jesus,34524.22,1359.0,oitavo décimo,34524.22,30k-40k,430230
59075,2020,SP,Casa Branca,34523.67,1360.0,oitavo décimo,34523.67,30k-40k,351080
60457,2020,RS,Feliz,34521.95,1361.0,oitavo décimo,34521.95,30k-40k,430810
60031,2020,SC,Biguaçu,34478.8,1362.0,oitavo décimo,34478.8,30k-40k,420230
60038,2020,SC,Bom Retiro,34476.71,1363.0,oitavo décimo,34476.71,30k-40k,420260
60338,2020,RS,Boa Vista do Sul,34474.13,1364.0,oitavo décimo,34474.13,30k-40k,430225
60716,2020,RS,Senador Salgado Filho,34447.4,1365.0,oitavo décimo,34447.4,30k-40k,432032
59051,2020,SP,Cafelândia,34444.32,1366.0,oitavo décimo,34444.32,30k-40k,350880
60528,2020,RS,Machadinho,34439.58,1367.0,oitavo décimo,34439.58,30k-40k,431170
60300,2020,RS,Alto Alegre,34411.08,1368.0,oitavo décimo,34411.08,30k-40k,430055
58042,2020,MG,Camanducaia,34392.09,1369.0,oitavo décimo,34392.09,30k-40k,311050
60080,2020,SC,Erval Velho,34374.92,1370.0,oitavo décimo,34374.92,30k-40k,420520
59037,2020,SP,Botucatu,34357.99,1371.0,oitavo décimo,34357.99,30k-40k,350750
59455,2020,SP,Sales Oliveira,34355.62,1372.0,oitavo décimo,34355.62,30k-40k,354490
60565,2020,RS,Nova Bréscia,34319.66,1373.0,oitavo décimo,34319.66,30k-40k,431300
58323,2020,MG,Jaguaraçu,34315.57,1374.0,oitavo décimo,34315.57,30k-40k,313500
59364,2020,SP,Paulo de Faria,34305.14,1375.0,oitavo décimo,34305.14,30k-40k,353660
59876,2020,PR,Porto Rico,34293.45,1376.0,oitavo décimo,34293.45,30k-40k,412020
60232,2020,SC,São Bernardino,34277.97,1377.0,oitavo décimo,34277.97,30k-40k,421575
60011,2020,SC,Apiúna,34257.35,1378.0,oitavo décimo,34257.35,30k-40k,420125
59630,2020,PR,Bela Vista do Paraíso,34254.32,1379.0,oitavo décimo,34254.32,30k-40k,410280
61247,2020,GO,Urutaí,34252.29,1380.0,oitavo décimo,34252.29,30k-40k,522180
59859,2020,PR,Pérola d'Oeste,34242.26,1381.0,oitavo décimo,34242.26,30k-40k,411900
60054,2020,SC,Canoinhas,34235.42,1382.0,oitavo décimo,34235.42,30k-40k,420380
60088,2020,SC,Galvão,34227.92,1383.0,oitavo décimo,34227.92,30k-40k,420560
59667,2020,PR,Catanduvas,34208.67,1384.0,oitavo décimo,34208.67,30k-40k,410500
59943,2020,PR,São Jorge do Patrocínio,34163.91,1385.0,oitavo décimo,34163.91,30k-40k,412535
61150,2020,GO,Minaçu,34129.64,1386.0,oitavo décimo,34129.64,30k-40k,521308
60108,2020,SC,Imbuia,34084.94,1387.0,oitavo décimo,34084.94,30k-40k,420740
58315,2020,MG,Ituiutaba,34081.2,1388.0,oitavo décimo,34081.2,30k-40k,313420
59798,2020,PR,Manoel Ribas,34040.32,1389.0,oitavo décimo,34040.32,30k-40k,411450
59394,2020,SP,Planalto,34039.3,1390.0,oitavo décimo,34039.3,30k-40k,353960
60454,2020,RS,Faxinal do Soturno,34026.34,1391.0,oitavo décimo,34026.34,30k-40k,430800
60177,2020,SC,Palma Sola,34010.75,1392.0,oitavo décimo,34010.75,30k-40k,421200
59999,2020,SC,Agronômica,33936.32,1393.0,oitavo décimo,33936.32,30k-40k,420030
58279,2020,MG,Ingaí,33915.54,1394.0,oitavo décimo,33915.54,30k-40k,313080
58547,2020,MG,Pratinha,33899.97,1395.0,oitavo décimo,33899.97,30k-40k,315300
59651,2020,PR,Campina do Simão,33865.26,1396.0,oitavo décimo,33865.26,30k-40k,410395
61180,2020,GO,Palestina de Goiás,33846.1,1397.0,oitavo décimo,33846.1,30k-40k,521565
59724,2020,PR,Guaíra,33844.64,1398.0,oitavo décimo,33844.64,30k-40k,410880
57944,2020,MG,Alfenas,33843.71,1399.0,oitavo décimo,33843.71,30k-40k,310160
60802,2020,MS,Bodoquena,33838.02,1400.0,oitavo décimo,33838.02,30k-40k,500215
61102,2020,GO,Goiânia,33826.84,1401.0,oitavo décimo,33826.84,30k-40k,520870
60243,2020,SC,São Joaquim,33819.52,1402.0,oitavo décimo,33819.52,30k-40k,421650
55919,2020,PA,Oriximiná,33818.92,1403.0,oitavo décimo,33818.92,30k-40k,150530
58296,2020,MG,Itajubá,33809.39,1404.0,oitavo décimo,33809.39,30k-40k,313240
60050,2020,SC,Campo Belo do Sul,33788.57,1405.0,oitavo décimo,33788.57,30k-40k,420340
59517,2020,SP,São Roque,33763.03,1406.0,oitavo décimo,33763.03,30k-40k,355060
60316,2020,RS,Arroio Grande,33741.8,1407.0,oitavo décimo,33741.8,30k-40k,430130
61193,2020,GO,Pires do Rio,33736.1,1408.0,oitavo décimo,33736.1,30k-40k,521740
60656,2020,RS,Santa Maria do Herval,33706.67,1409.0,oitavo décimo,33706.67,30k-40k,431695
58034,2020,MG,Cachoeira de Minas,33682.4,1410.0,oitavo décimo,33682.4,30k-40k,310970
60472,2020,RS,Glorinha,33669.0,1411.0,oitavo décimo,33669.0,30k-40k,430905
59330,2020,SP,Novo Horizonte,33667.81,1412.0,oitavo décimo,33667.81,30k-40k,353350
59607,2020,PR,Ampére,33663.05,1413.0,oitavo décimo,33663.05,30k-40k,410100
55946,2020,PA,Santa Maria das Barreiras,33661.09,1414.0,oitavo décimo,33661.09,30k-40k,150658
59388,2020,SP,Pirangi,33609.26,1415.0,oitavo décimo,33609.26,30k-40k,353900
60723,2020,RS,Severiano de Almeida,33606.67,1416.0,oitavo décimo,33606.67,30k-40k,432060
59408,2020,SP,Potirendaba,33595.64,1417.0,oitavo décimo,33595.64,30k-40k,354080
58286,2020,MG,Ipiaçu,33566.07,1418.0,oitavo décimo,33566.07,30k-40k,313140
59758,2020,PR,Ivaí,33542.27,1419.0,oitavo décimo,33542.27,30k-40k,411140
58745,2020,MG,Tupaciguara,33536.9,1420.0,oitavo décimo,33536.9,30k-40k,316960
59976,2020,PR,Tomazina,33530.97,1421.0,oitavo décimo,33530.97,30k-40k,412780
59749,2020,PR,Irati,33519.24,1422.0,oitavo décimo,33519.24,30k-40k,411070
60580,2020,RS,Novo Xingu,33514.57,1423.0,oitavo décimo,33514.57,30k-40k,431346
60166,2020,SC,Nova Itaberaba,33497.97,1424.0,oitavo décimo,33497.97,30k-40k,421145
60583,2020,RS,Paim Filho,33478.25,1425.0,oitavo décimo,33478.25,30k-40k,431360
61157,2020,GO,Morrinhos,33475.27,1426.0,oitavo décimo,33475.27,30k-40k,521380
60739,2020,RS,Tio Hugo,33462.51,1427.0,oitavo décimo,33462.51,30k-40k,432146
60066,2020,SC,Coronel Freitas,33400.94,1428.0,oitavo décimo,33400.94,30k-40k,420440
59043,2020,SP,Buri,33386.71,1429.0,oitavo décimo,33386.71,30k-40k,350800
59465,2020,SP,Santa Bárbara d'Oeste,33335.49,1430.0,oitavo décimo,33335.49,30k-40k,354580
59579,2020,SP,Urupês,33323.19,1431.0,oitavo décimo,33323.19,30k-40k,355600
59881,2020,PR,Primeiro de Maio,33304.9,1432.0,oitavo décimo,33304.9,30k-40k,412050
60134,2020,SC,Jupiá,33302.69,1433.0,oitavo décimo,33302.69,30k-40k,420917
60809,2020,MS,Cassilândia,33300.67,1434.0,oitavo décimo,33300.67,30k-40k,500290
60672,2020,RS,São Borja,33275.0,1435.0,oitavo décimo,33275.0,30k-40k,431800
60554,2020,RS,Mostardas,33271.31,1436.0,oitavo décimo,33271.31,30k-40k,431250
57987,2020,MG,Barão de Cocais,33262.0,1437.0,oitavo décimo,33262.0,30k-40k,310540
59238,2020,SP,Jaú,33256.44,1438.0,oitavo décimo,33256.44,30k-40k,352530
59129,2020,SP,Fernandópolis,33254.37,1439.0,oitavo décimo,33254.37,30k-40k,351550
55824,2020,RR,Bonfim,33246.22,1440.0,oitavo décimo,33246.22,30k-40k,140015
60807,2020,MS,Campo Grande,33243.63,1441.0,oitavo décimo,33243.63,30k-40k,500270
59158,2020,SP,Guararapes,33242.95,1442.0,oitavo décimo,33242.95,30k-40k,351820
60535,2020,RS,Marcelino Ramos,33241.01,1443.0,oitavo décimo,33241.01,30k-40k,431190
60586,2020,RS,Palmitinho,33206.03,1444.0,oitavo décimo,33206.03,30k-40k,431380
60488,2020,RS,Ibiraiaras,33201.55,1445.0,oitavo décimo,33201.55,30k-40k,430990
60641,2020,RS,Ronda Alta,33183.59,1446.0,oitavo décimo,33183.59,30k-40k,431610
60846,2020,MS,Paranaíba,33157.69,1447.0,oitavo décimo,33157.69,30k-40k,500630
59738,2020,PR,Icaraíma,33147.69,1448.0,oitavo décimo,33147.69,30k-40k,410990
59620,2020,PR,Assaí,33138.39,1449.0,oitavo décimo,33138.39,30k-40k,410190
58536,2020,MG,Ponte Nova,33132.34,1450.0,oitavo décimo,33132.34,30k-40k,315210
59622,2020,PR,Astorga,33123.48,1451.0,oitavo décimo,33123.48,30k-40k,410210
59018,2020,SP,Batatais,33118.93,1452.0,oitavo décimo,33118.93,30k-40k,350590
56070,2020,TO,Miracema do Tocantins,33104.87,1453.0,oitavo décimo,33104.87,30k-40k,171320
59710,2020,PR,Flor da Serra do Sul,33103.93,1454.0,oitavo décimo,33103.93,30k-40k,410785
60878,2020,MT,Araputanga,33084.28,1455.0,oitavo décimo,33084.28,30k-40k,510125
59201,2020,SP,Itaí,33063.44,1456.0,oitavo décimo,33063.44,30k-40k,352180
59814,2020,PR,Mauá da Serra,33050.32,1457.0,oitavo décimo,33050.32,30k-40k,411575
58068,2020,MG,Capitólio,33046.19,1458.0,oitavo décimo,33046.19,30k-40k,311280
59293,2020,SP,Mirassolândia,33041.81,1459.0,oitavo décimo,33041.81,30k-40k,353040
60293,2020,RS,Agudo,33038.55,1460.0,oitavo décimo,33038.55,30k-40k,430010
59912,2020,PR,Salgado Filho,33031.88,1461.0,oitavo décimo,33031.88,30k-40k,412280
60212,2020,SC,Rio dos Cedros,33023.68,1462.0,oitavo décimo,33023.68,30k-40k,421470
59024,2020,SP,Bilac,33004.63,1463.0,oitavo décimo,33004.63,30k-40k,350640
60699,2020,RS,São Pedro das Missões,33001.5,1464.0,oitavo décimo,33001.5,30k-40k,431936
61195,2020,GO,Pontalina,32999.9,1465.0,oitavo décimo,32999.9,30k-40k,521770
55924,2020,PA,Paragominas,32988.59,1466.0,oitavo décimo,32988.59,30k-40k,150550
59151,2020,SP,Guapiaçu,32976.98,1467.0,oitavo décimo,32976.98,30k-40k,351750
60497,2020,RS,Inhacorá,32974.34,1468.0,oitavo décimo,32974.34,30k-40k,431041
59490,2020,SP,Santo Antônio do Jardim,32967.09,1469.0,oitavo décimo,32967.09,30k-40k,354810
60356,2020,RS,Camaquã,32932.25,1470.0,oitavo décimo,32932.25,30k-40k,430350
59939,2020,PR,São João do Ivaí,32921.94,1471.0,oitavo décimo,32921.94,30k-40k,412500
59769,2020,PR,Japurá,32919.45,1472.0,oitavo décimo,32919.45,30k-40k,411240
59673,2020,PR,Cidade Gaúcha,32914.7,1473.0,oitavo décimo,32914.7,30k-40k,410560
59319,2020,SP,Nova Aliança,32914.63,1474.0,oitavo décimo,32914.63,30k-40k,353280
60990,2020,MT,Serra Nova Dourada,32890.82,1475.0,oitavo décimo,32890.82,30k-40k,510788
58957,2020,SP,Águas de Santa Bárbara,32824.76,1476.0,oitavo décimo,32824.76,30k-40k,350055
60418,2020,RS,David Canabarro,32817.19,1477.0,oitavo décimo,32817.19,30k-40k,430630
59423,2020,SP,Quintana,32808.1,1478.0,oitavo décimo,32808.1,30k-40k,354200
56308,2020,MA,São Domingos do Azeitão,32779.56,1479.0,oitavo décimo,32779.56,30k-40k,211065
60157,2020,SC,Mirim Doce,32778.84,1480.0,oitavo décimo,32778.84,30k-40k,421085
60688,2020,RS,São José dos Ausentes,32774.28,1481.0,oitavo décimo,32774.28,30k-40k,431862
60417,2020,RS,Cruzeiro do Sul,32729.38,1482.0,oitavo décimo,32729.38,30k-40k,430620
58383,2020,MG,Manhuaçu,32727.43,1483.0,oitavo décimo,32727.43,30k-40k,313940
59346,2020,SP,Palestina,32720.96,1484.0,oitavo décimo,32720.96,30k-40k,353500
60400,2020,RS,Ciríaco,32712.62,1485.0,oitavo décimo,32712.62,30k-40k,430550
60354,2020,RS,Caibaté,32702.28,1486.0,oitavo décimo,32702.28,30k-40k,430330
